Kmstand;FzgMarke;Modell;Kraftstoff_diesel;Getriebe;Angebotsart;Preis;Leistung;Baujahr;Anzahl verkaufte Autos;
49968;SEAT;Mii;Gasoline;Manual;Used;6.870,00 €;60;2016;;
70000;Toyota;Aygo;Gasoline;Automatic;Used;6.870,00 €;68;2013;;
89000;Opel;Corsa;Gasoline;Manual;Used;6.870,00 €;87;2014;;
78200;Toyota;Aygo;Gasoline;Manual;Used;6.874,00 €;69;2015;;
92800;Volkswagen;Golf;Gasoline;Manual;Used;6.877,00 €;122;2011;;
83446;Volkswagen;up!;Gasoline;Manual;Used;6.877,00 €;60;2016;;
54901;Volkswagen;up!;Gasoline;Manual;Used;6.880,00 €;60;2017;;
76307;SEAT;Leon;Gasoline;Manual;Used;6.880,00 €;86;2012;;
53750;Hyundai;i10;Others;Manual;Used;6.880,00 €;69;2014;;
63257;Volkswagen;up!;CNG;Manual;Used;6.880,00 €;68;2015;;
86771;Citroen;C3;Gasoline;Manual;Used;6.880,00 €;68;2015;;
55100;SEAT;Mii;Gasoline;Manual;Used;6.880,00 €;60;2015;;
20851;SEAT;Mii;Gasoline;Manual;Used;6.880,00 €;60;2015;;
21215;SEAT;Mii;Gasoline;Manual;Used;6.880,00 €;60;2015;;
39730;SEAT;Mii;Gasoline;Manual;Used;6.880,00 €;60;2015;;
41400;SEAT;Mii;Gasoline;Manual;Used;6.880,00 €;60;2015;;
22400;SEAT;Mii;Gasoline;Manual;Used;6.880,00 €;75;2015;;
84411;Opel;Meriva;Gasoline;Manual;Used;6.880,00 €;120;2011;;
47300;Skoda;Citigo;Gasoline;Manual;Used;6.880,00 €;60;2016;;
61500;Skoda;Citigo;Gasoline;Manual;Used;6.880,00 €;60;2016;;
38400;Skoda;Citigo;Gasoline;Manual;Used;6.880,00 €;60;2016;;
52500;Skoda;Citigo;Gasoline;Manual;Used;6.880,00 €;60;2016;;
68900;Skoda;Citigo;Gasoline;Manual;Used;6.880,00 €;60;2016;;
99999;Suzuki;Swift;Gasoline;Manual;Used;6.880,00 €;94;2014;;
76800;Volkswagen;up!;Gasoline;Manual;Used;6.880,00 €;75;2013;;
37400;SEAT;Mii;Gasoline;Manual;Used;6.880,00 €;60;2015;;
97000;Opel;Meriva;Gasoline;Manual;Used;6.880,00 €;120;2012;;
83000;Opel;Meriva;Gasoline;Manual;Used;6.880,00 €;140;2013;;
38000;Opel;Corsa;Gasoline;Manual;Used;6.880,00 €;69;2014;;
39163;Skoda;Fabia;Gasoline;Manual;Used;6.880,00 €;86;2012;;
37505;Suzuki;Celerio;Gasoline;Manual;Used;6.880,00 €;68;2017;;
99856;Citroen;Berlingo;Diesel;Manual;Used;6.880,00 €;75;2015;;
49021;Citroen;C1;Gasoline;Manual;Used;6.880,00 €;69;2016;;
54125;Citroen;C1;Gasoline;Manual;Used;6.880,00 €;69;2016;;
26592;Renault;ZOE;Electric;Automatic;Used;6.880,00 €;92;2015;;
71113;Opel;Corsa;Gasoline;Manual;Used;5.666,00 €;;2012;;
215334;Opel;Insignia;Diesel;Manual;Used;6.880,00 €;120;2016;;
123896;Ford;Focus;Diesel;Manual;Used;6.880,00 €;116;2014;;
20108;Peugeot;108;Gasoline;Manual;Used;6.880,00 €;69;2014;;
27079;Volkswagen;up!;Gasoline;Manual;Used;6.880,00 €;60;2016;;
41503;Volkswagen;up!;Gasoline;Manual;Used;6.880,00 €;60;2016;;
70000;Skoda;Fabia;Gasoline;Manual;Used;6.880,00 €;86;2012;;
240000;Volvo;V60;Diesel;Manual;Used;6.880,00 €;114;2012;;
108750;Opel;Astra;Gasoline;Manual;Used;6.880,00 €;116;2011;;
47055;Volkswagen;up!;Gasoline;Manual;Used;6.880,00 €;60;2018;;
59450;Ford;Fiesta;Gasoline;Manual;Used;6.880,00 €;60;2015;;
49633;Mazda;2;Diesel;Manual;Used;6.885,00 €;95;2012;;
65662;Peugeot;208;Gasoline;Manual;Used;6.885,00 €;68;2016;;
127000;Renault;ZOE;Electric;Unbekannt;Used;5.999,00 €;58;2013;;
35858;Citroen;C1;Gasoline;Manual;Used;6.885,00 €;69;2016;;
58390;Renault;ZOE;Electric;Automatic;Used;6.888,00 €;92;2016;;
161800;Renault;Scenic;Diesel;Manual;Used;6.888,00 €;110;2014;;
89881;SEAT;Mii;Gasoline;Manual;Used;6.888,00 €;75;2015;;
75500;SEAT;Altea;Gasoline;Manual;Used;6.888,00 €;105;2012;;
67820;Opel;Adam;Gasoline;Manual;Used;6.888,00 €;69;2013;;
52300;Opel;Corsa;Gasoline;Manual;Used;6.888,00 €;69;2015;;
63500;Volkswagen;up!;Gasoline;Manual;Demonstration;6.889,00 €;60;2017;;
39623;Volkswagen;up!;Gasoline;Manual;Used;6.889,00 €;60;2018;;
34658;Volkswagen;up!;Gasoline;Manual;Used;6.890,00 €;60;2017;;
41835;Volkswagen;up!;Gasoline;Manual;Used;6.890,00 €;60;2017;;
25000;Mitsubishi;Space Star;Gasoline;Manual;Used;6.890,00 €;71;2018;;
65500;Hyundai;iX20;Diesel;Manual;Used;6.890,00 €;116;2014;;
108800;Fiat;Panda;Gasoline;Automatic;Used;6.890,00 €;86;2014;;
49419;Citroen;C1;Gasoline;Manual;Used;6.890,00 €;69;2016;;
129256;Peugeot;308;Gasoline;Manual;Used;6.890,00 €;156;2011;;
48579;smart;forTwo;Gasoline;Manual;Used;6.890,00 €;71;2017;;
83899;Citroen;C3;Gasoline;Manual;Used;6.890,00 €;68;2015;;
30000;Peugeot;108;Gasoline;Manual;Used;6.890,00 €;82;2015;;
93564;Fiat;Bravo;Gasoline;Manual;Used;6.890,00 €;120;2013;;
76400;Hyundai;i20;Gasoline;Manual;Used;6.890,00 €;86;2013;;
51920;Toyota;Verso-S;Gasoline;Manual;Used;6.890,00 €;99;2011;;
26245;Opel;Corsa;Gasoline;Manual;Used;6.890,00 €;69;2016;;
42057;Ford;Fiesta;Gasoline;Manual;Used;6.890,00 €;60;2016;;
144789;Renault;Clio;Diesel;Manual;Used;6.890,00 €;75;2017;;
49080;Hyundai;i10;Gasoline;Manual;Used;6.890,00 €;67;2018;;
22371;Suzuki;Celerio;Gasoline;Manual;Used;6.890,00 €;68;2016;;
117162;SEAT;Ibiza;Gasoline;Manual;Used;6.890,00 €;86;2014;;
33000;Fiat;Panda;Gasoline;Manual;Used;6.890,00 €;69;2014;;
93109;Skoda;Roomster;Gasoline;Manual;Used;6.890,00 €;69;2014;;
136938;Ford;B-Max;Diesel;Manual;Used;6.890,00 €;95;2013;;
67950;Ford;Fiesta;Gasoline;Manual;Used;6.890,00 €;80;2013;;
106642;Opel;Adam;Gasoline;Manual;Used;6.890,00 €;87;2013;;
117600;Ford;Fiesta;Gasoline;Manual;Used;6.890,00 €;125;2013;;
103000;Renault;Scenic;Gasoline;Manual;Used;6.890,00 €;116;2013;;
153200;Mazda;6;Diesel;Manual;Used;6.890,00 €;163;2012;;
77990;Fiat;500;Gasoline;Manual;Used;6.890,00 €;86;2011;;
181000;Ford;Focus;Diesel;Automatic;Used;6.890,00 €;140;2012;;
70500;Fiat;500;Gasoline;Manual;Used;6.890,00 €;69;2012;;
114800;Hyundai;i30;Diesel;Manual;Used;6.890,00 €;90;2012;;
99990;Suzuki;Swift;Gasoline;Manual;Used;6.890,00 €;94;2012;;
73158;Mazda;2;Gasoline;Manual;Used;6.890,00 €;84;2013;;
43655;Hyundai;i20;Gasoline;Manual;Used;6.890,00 €;86;2013;;
37500;Skoda;Citigo;Gasoline;Manual;Used;6.890,00 €;60;2015;;
113000;Opel;Corsa;Diesel;Automatic;Used;6.890,00 €;95;2015;;
90116;Ford;Fiesta;Gasoline;Manual;Used;6.890,00 €;82;2015;;
62920;Kia;Rio;Gasoline;Manual;Used;6.890,00 €;84;2015;;
29800;Hyundai;i10;Gasoline;Manual;Used;6.890,00 €;67;2015;;
49874;Citroen;C1;Gasoline;Manual;Used;6.890,00 €;69;2016;;
73538;Ford;Fiesta;Gasoline;Manual;Used;6.890,00 €;82;2015;;
174900;Renault;Megane;Diesel;Manual;Used;6.890,00 €;110;2015;;
12850;Piaggio;Ape;Gasoline;Unbekannt;Used;6.900,00 €;11;2016;;
65794;Skoda;Fabia;Gasoline;Manual;Used;6.890,00 €;60;2015;;
78688;Kia;Rio;Gasoline;Manual;Used;6.890,00 €;109;2014;;
48125;Citroen;C1;Gasoline;Manual;Used;6.890,00 €;69;2016;;
57000;Nissan;Micra;Gasoline;Manual;Used;6.890,00 €;80;2016;;
93000;SEAT;Ibiza;Gasoline;Manual;Used;6.890,00 €;86;2014;;
65000;Renault;Twingo;Gasoline;Manual;Used;6.890,00 €;90;2014;;
116000;Volkswagen;Golf;Gasoline;Manual;Used;6.890,00 €;105;2011;;
98201;Volkswagen;Golf Plus;Gasoline;Manual;Used;6.890,00 €;86;2012;;
103800;MINI;One;Gasoline;Manual;Used;6.890,00 €;98;2012;;
228729;Volkswagen;Touran;Diesel;Automatic;Used;6.890,00 €;105;2011;;
61890;Peugeot;207;Gasoline;Manual;Used;6.890,00 €;120;2011;;
85000;Opel;Meriva;Gasoline;Manual;Used;6.890,00 €;140;2013;;
92342;Opel;Adam;Gasoline;Manual;Used;6.890,00 €;101;2013;;
45078;Kia;Ceed / cee'd;Gasoline;Manual;Used;6.890,00 €;90;2012;;
177000;Volkswagen;Golf Plus;Diesel;Manual;Used;6.890,00 €;105;2012;;
116200;Volkswagen;Polo;Gasoline;Manual;Used;6.890,00 €;60;2011;;
134500;Mercedes-Benz;Sprinter;Diesel;Manual;Used;6.890,00 €;95;2011;;
86000;Opel;Zafira;Gasoline;Manual;Used;6.890,00 €;140;2012;;
148000;Opel;Astra;Diesel;Manual;Used;6.890,00 €;125;2012;;
68243;Opel;Corsa;Gasoline;Manual;Used;6.890,00 €;87;2013;;
60000;Kia;Rio;Gasoline;Manual;Used;6.890,00 €;86;2013;;
71451;Fiat;500C;Gasoline;Manual;Used;6.890,00 €;69;2013;;
88800;Kia;Ceed / cee'd;Diesel;Manual;Used;6.890,00 €;90;2013;;
20000;Hyundai;i10;Gasoline;Manual;Used;6.890,00 €;67;2014;;
63580;Toyota;Aygo;Gasoline;Manual;Used;6.890,00 €;69;2014;;
91300;Skoda;Fabia;Gasoline;Manual;Used;6.890,00 €;86;2014;;
80000;Mazda;2;Gasoline;Manual;Used;6.890,00 €;84;2014;;
63480;Volkswagen;up!;Gasoline;Manual;Used;6.890,00 €;75;2015;;
85600;Opel;Combo;Diesel;Manual;Used;6.890,00 €;90;2015;;
89900;Suzuki;Swift;Gasoline;Manual;Used;6.890,00 €;94;2015;;
113707;Mazda;2;Gasoline;Manual;Used;6.890,00 €;75;2016;;
52711;Renault;ZOE;Electric;Automatic;Used;6.890,00 €;58;2016;;
61051;Skoda;Citigo;Gasoline;Manual;Used;6.890,00 €;60;2017;;
169346;Renault;Megane;Diesel;Manual;Used;6.895,00 €;110;2016;;
51116;Volkswagen;up!;Gasoline;Manual;Used;6.896,00 €;60;2015;;
124692;Dacia;Sandero;Gasoline;Automatic;Used;6.897,00 €;90;2016;;
29517;Volkswagen;up!;Gasoline;Manual;Used;6.898,00 €;60;2017;;
195800;Ford;Tourneo Courier;Diesel;Manual;Used;6.898,00 €;75;2016;;
240000;Skoda;Octavia;Gasoline;Manual;Used;6.898,00 €;140;2014;;
8200;Dacia;Sandero;Gasoline;Manual;Used;6.898,00 €;75;2014;;
120017;Fiat;Fiorino;Diesel;Manual;Used;6.898,00 €;75;2013;;
200000;Volkswagen;Golf;Diesel;Manual;Used;6.899,00 €;110;2014;;
100000;Opel;Corsa;Gasoline;Manual;Used;6.899,00 €;120;2014;;
478000;Mercedes-Benz;Sprinter;Diesel;Automatic;Used;6.899,00 €;163;2011;;
73800;smart;forTwo;Gasoline;Manual;Used;6.899,00 €;71;2015;;
149457;Renault;Megane;Diesel;Manual;Used;6.899,00 €;110;2015;;
27001;Peugeot;108;Gasoline;Manual;Used;6.899,00 €;69;2015;;
96200;Opel;Corsa;Diesel;Manual;Used;6.899,00 €;75;2016;;
56305;Ford;Fiesta;Gasoline;Manual;Used;6.899,00 €;60;2014;;
117000;Ford;B-Max;Diesel;Manual;Used;6.899,00 €;95;2013;;
28000;Volkswagen;up!;Gasoline;Manual;Used;6.899,00 €;60;2013;;
69999;Lancia;Delta;Gasoline;Manual;Used;6.899,00 €;140;2012;;
180000;Opel;Zafira;Diesel;Automatic;Used;6.899,00 €;165;2014;;
39000;Kia;Picanto;Gasoline;Manual;Used;6.899,00 €;67;2016;;
78000;Opel;Corsa;Gasoline;Manual;Used;6.899,00 €;90;2016;;
120000;SEAT;Ibiza;Gasoline;Automatic;Used;6.899,00 €;150;2014;;
71292;Toyota;Yaris;Gasoline;Manual;Used;6.899,00 €;99;2012;;
89000;Dacia;Duster;Gasoline;Manual;Used;6.899,00 €;105;2012;;
61000;smart;forTwo;Gasoline;Manual;Used;6.899,00 €;84;2013;;
29000;Ford;Fiesta;Gasoline;Manual;Used;6.899,00 €;80;2013;;
190000;Ford;B-Max;Diesel;Manual;Used;6.899,00 €;95;2013;;
79800;Hyundai;i30;Gasoline;Manual;Used;6.899,00 €;99;2013;;
45000;Toyota;Aygo;Gasoline;Manual;Used;6.899,00 €;69;2017;;
149300;SEAT;Exeo;Gasoline;Manual;Used;6.900,00 €;160;2011;;
61000;Hyundai;i10;Gasoline;Manual;Used;6.900,00 €;67;2017;;
25387;Alpine;;Gasoline;Automatic;Used;53.990,00 €;252;2019;;
37700;SEAT;Mii;Gasoline;Manual;Used;6.900,00 €;60;2017;;
90000;Renault;Kangoo;Diesel;Manual;Used;6.900,00 €;90;2015;;
90000;Opel;Corsa;Gasoline;Manual;Used;6.900,00 €;116;2015;;
61500;Fiat;500L;Gasoline;Manual;Used;6.900,00 €;69;2015;;
80000;Toyota;Yaris;Gasoline;Manual;Used;6.900,00 €;69;2015;;
43900;Mazda;2;Gasoline;Manual;Used;6.900,00 €;75;2015;;
50000;Ford;Fiesta;Gasoline;Manual;Used;6.900,00 €;60;2015;;
82600;Citroen;C3;Gasoline;Manual;Used;6.900,00 €;82;2015;;
76516;Dacia;Sandero;Gasoline;Manual;Used;6.900,00 €;90;2015;;
55700;Ford;Fiesta;Gasoline;Manual;Used;6.900,00 €;60;2015;;
144000;smart;forFour;Gasoline;Manual;Used;6.900,00 €;90;2015;;
53915;Renault;Twingo;Gasoline;Manual;Used;6.900,00 €;90;2015;;
88997;Hyundai;i10;LPG;Manual;Used;6.900,00 €;69;2017;;
316297;BMW;320;Diesel;Automatic;Used;6.900,00 €;184;2012;;
189500;Opel;Zafira;Gasoline;Manual;Used;6.900,00 €;140;2012;;
98604;Opel;Astra;Gasoline;Manual;Used;6.900,00 €;101;2012;;
198000;Volkswagen;Touran;Diesel;Manual;Used;6.900,00 €;105;2012;;
198050;Volkswagen;Golf;Gasoline;Automatic;Used;6.900,00 €;105;2012;;
112138;Honda;Jazz;Gasoline;Automatic;Used;6.900,00 €;99;2012;;
94500;Volkswagen;up!;Gasoline;Manual;Used;6.900,00 €;75;2016;;
35833;Renault;Twingo;Gasoline;Manual;Used;6.900,00 €;71;2016;;
69000;Skoda;Citigo;Gasoline;Manual;Used;6.900,00 €;60;2016;;
477000;Mercedes-Benz;E 200;Diesel;Automatic;Used;6.900,00 €;136;2016;;
90000;SEAT;Ibiza;Gasoline;Manual;Used;6.900,00 €;105;2014;;
107000;Opel;Adam;Gasoline;Manual;Used;6.900,00 €;87;2014;;
22000;Renault;Clio;Gasoline;Manual;Used;6.900,00 €;73;2016;;
38572;smart;forTwo;Gasoline;Manual;Used;6.900,00 €;61;2016;;
47820;Ford;Fiesta;Gasoline;Manual;Used;6.900,00 €;80;2015;;
114500;Honda;Jazz;Gasoline;Manual;Used;6.900,00 €;90;2015;;
41046;Citroen;C1;Gasoline;Manual;Used;6.900,00 €;69;2015;;
56211;Hyundai;i10;Gasoline;Manual;Used;6.900,00 €;67;2015;;
33800;Opel;Corsa;Gasoline;Manual;Used;6.900,00 €;101;2015;;
46000;smart;forFour;Gasoline;Manual;Used;6.900,00 €;71;2015;;
67800;Opel;Adam;Gasoline;Manual;Used;6.900,00 €;87;2015;;
297000;Peugeot;5008;Diesel;Manual;Used;6.900,00 €;116;2015;;
76000;Nissan;Note;Diesel;Manual;Used;6.900,00 €;90;2015;;
69000;Fiat;500;Gasoline;Manual;Used;6.900,00 €;69;2013;;
113000;Opel;Astra;Gasoline;Manual;Used;6.900,00 €;140;2013;;
126000;Ford;C-Max;Diesel;Manual;Used;6.900,00 €;116;2013;;
42500;smart;forTwo;Electric;Automatic;Used;6.900,00 €;48;2014;;
93000;Ford;Fiesta;LPG;Manual;Used;6.900,00 €;92;2014;;
93000;Ford;Fiesta;Gasoline;Manual;Used;6.900,00 €;92;2014;;
101383;Skoda;Rapid/Spaceback;Gasoline;Manual;Used;6.900,00 €;105;2014;;
139900;Opel;Zafira Tourer;Diesel;Manual;Used;6.900,00 €;120;2014;;
132200;Citroen;C4;Diesel;Automatic;Used;6.900,00 €;114;2014;;
16400;Peugeot;5008;Gasoline;Automatic;Used;6.900,00 €;120;2011;;
119500;Ford;Fiesta;Gasoline;Automatic;Used;6.900,00 €;97;2011;;
115219;Volkswagen;Golf;Gasoline;Manual;Used;6.900,00 €;105;2011;;
251097;Ford;Transit;Diesel;Manual;Used;6.900,00 €;125;2011;;
98221;Peugeot;308;Gasoline;Automatic;Used;6.900,00 €;156;2011;;
155500;Audi;A3;Diesel;Manual;Used;6.900,00 €;105;2011;;
148000;MINI;Cooper;Gasoline;Manual;Used;6.900,00 €;122;2011;;
59500;Alfa;Romeo MiTo;Gasoline;Manual;Used;6.900,00 €;135;2011;;
196889;BMW;320;Diesel;Manual;Used;6.900,00 €;184;2011;;
237001;Mercedes-Benz;E 200;Gasoline;Automatic;Used;6.900,00 €;163;2011;;
221560;BMW;320;Diesel;Manual;Used;6.900,00 €;163;2011;;
37100;SEAT;Mii;Gasoline;Manual;Used;6.900,00 €;75;2015;;
9100;Kia;Picanto;Gasoline;Manual;Used;6.900,00 €;67;2016;;
49400;Renault;Twingo;Gasoline;Manual;Used;6.900,00 €;71;2016;;
119290;Opel;Astra;Gasoline;Manual;Used;6.900,00 €;116;2016;;
73892;Citroen;C1;Gasoline;Manual;Used;6.900,00 €;82;2016;;
39000;Hyundai;i10;Gasoline;Manual;Used;6.900,00 €;67;2016;;
33000;Nissan;Micra;Gasoline;Manual;Used;6.900,00 €;80;2016;;
342000;Toyota;Proace;Diesel;Manual;Used;6.900,00 €;128;2016;;
148500;Ford;Focus;Diesel;Manual;Used;6.900,00 €;95;2016;;
64800;Renault;Clio;Gasoline;Manual;Used;6.900,00 €;90;2014;;
180000;Ford;Focus;Diesel;Manual;Used;6.900,00 €;95;2016;;
41593;Renault;ZOE;Electric;Automatic;Used;6.900,00 €;58;2014;;
75000;Renault;Twingo;Gasoline;Manual;Used;6.900,00 €;71;2014;;
157000;Skoda;Octavia;Gasoline;Manual;Used;6.900,00 €;105;2014;;
84500;SEAT;Ibiza;Gasoline;Manual;Used;6.900,00 €;105;2014;;
82000;Opel;Astra;Gasoline;Manual;Used;6.900,00 €;140;2013;;
232000;Volkswagen;Passat Variant;Diesel;Manual;Used;6.900,00 €;140;2013;;
111000;Honda;Civic;Gasoline;Manual;Used;6.900,00 €;99;2013;;
150000;Peugeot;3008;Diesel;Manual;Used;6.900,00 €;150;2013;;
20400;SEAT;Mii;Gasoline;Manual;Used;6.900,00 €;60;2017;;
58852;Skoda;Citigo;Gasoline;Manual;Used;6.900,00 €;60;2017;;
22000;Citroen;C1;Gasoline;Manual;Used;6.900,00 €;69;2017;;
120525;Mercedes-Benz;A 180;Diesel;Manual;Used;6.900,00 €;109;2011;;
71490;Renault;Clio;Gasoline;Automatic;Used;6.900,00 €;111;2012;;
96190;Ford;Focus;Gasoline;Manual;Used;6.900,00 €;125;2013;;
79500;Ford;Fiesta;Gasoline;Manual;Used;6.900,00 €;101;2014;;
76520;Skoda;Citigo;Gasoline;Manual;Used;6.900,00 €;75;2013;;
72382;SEAT;Altea;Gasoline;Manual;Used;6.900,00 €;105;2013;;
95297;Ford;B-Max;Gasoline;Manual;Used;6.900,00 €;101;2013;;
125800;MINI;One;Diesel;Manual;Used;6.900,00 €;90;2013;;
162000;Volkswagen;Jetta;Diesel;Automatic;Used;6.900,00 €;140;2013;;
110566;Volkswagen;Polo;Gasoline;Manual;Used;6.900,00 €;69;2013;;
112219;SEAT;Altea;Gasoline;Manual;Used;6.900,00 €;105;2013;;
129000;Peugeot;207;Gasoline;Manual;Used;6.900,00 €;120;2013;;
83700;Citroen;C4 Picasso;Diesel;Manual;Used;6.900,00 €;111;2013;;
109834;Opel;Astra;Diesel;Manual;Used;6.900,00 €;110;2013;;
97000;Fiat;500C;Gasoline;Manual;Used;6.900,00 €;69;2013;;
99000;Dacia;Lodgy;Diesel;Manual;Used;6.900,00 €;107;2012;;
100000;MINI;One;Gasoline;Manual;Used;6.900,00 €;75;2012;;
235100;Volkswagen;Passat Variant;Diesel;Manual;Used;6.900,00 €;140;2012;;
206000;BMW;320;Others;Manual;Used;6.900,00 €;163;2012;;
50000;Dacia;Duster;Gasoline;Manual;Used;6.900,00 €;105;2012;;
78900;Skoda;Citigo;Gasoline;Manual;Used;6.900,00 €;60;2018;;
55000;Kia;Picanto;Gasoline;Manual;Used;6.900,00 €;86;2014;;
85000;Honda;Jazz;Gasoline;Manual;Used;6.900,00 €;90;2014;;
52500;Fiat;500;Gasoline;Manual;Used;6.900,00 €;69;2013;;
308000;Skoda;Octavia;Diesel;Automatic;Used;6.900,00 €;150;2013;;
99000;Opel;Insignia;Gasoline;Manual;Used;6.900,00 €;116;2013;;
78000;SEAT;Ibiza;Gasoline;Manual;Used;6.900,00 €;105;2015;;
37672;Peugeot;108;Gasoline;Manual;Used;6.900,00 €;82;2015;;
33000;Peugeot;108;Gasoline;Manual;Used;6.900,00 €;69;2015;;
87000;Volkswagen;up!;Gasoline;Manual;Used;6.900,00 €;75;2015;;
107772;Volkswagen;Polo;Gasoline;Manual;Used;6.900,00 €;60;2014;;
58000;Peugeot;208;Gasoline;Manual;Used;6.900,00 €;82;2014;;
119000;Ford;Focus;Gasoline;Automatic;Used;6.900,00 €;125;2013;;
97547;Skoda;Fabia;Gasoline;Manual;Used;6.900,00 €;86;2013;;
259739;SEAT;Leon;Diesel;Manual;Used;6.900,00 €;105;2015;;
101759;MINI;Clubvan;Diesel;Manual;Used;6.900,00 €;111;2013;;
131770;Opel;Zafira;Diesel;Manual;Used;6.900,00 €;110;2013;;
134000;Opel;Zafira;Gasoline;Manual;Used;6.900,00 €;140;2013;;
102000;SEAT;Toledo;Diesel;Manual;Used;6.900,00 €;90;2015;;
70300;Volkswagen;up!;Gasoline;Manual;Used;6.900,00 €;75;2016;;
77500;BMW;X1;Gasoline;Unbekannt;Used;19.950,00 €;140;2017;;
165000;Volkswagen;Jetta;Diesel;Manual;Used;6.900,00 €;110;2015;;
95000;Opel;Adam;Gasoline;Manual;Used;6.900,00 €;87;2013;;
99980;Ford;B-Max;Gasoline;Manual;Used;6.900,00 €;101;2013;;
67500;Lancia;Ypsilon;Gasoline;Manual;Used;6.900,00 €;69;2014;;
59000;Kia;Rio;Gasoline;Manual;Used;6.900,00 €;86;2014;;
129723;Peugeot;208;Diesel;Manual;Used;6.900,00 €;68;2014;;
110791;Skoda;Rapid/Spaceback;Gasoline;Manual;Used;6.900,00 €;86;2014;;
82000;SEAT;Toledo;Gasoline;Manual;Used;6.900,00 €;105;2014;;
43400;Nissan;Micra;Gasoline;Manual;Used;6.900,00 €;80;2016;;
183429;SEAT;Leon;Diesel;Automatic;Used;6.900,00 €;105;2014;;
10200;Volkswagen;up!;Gasoline;Manual;Used;6.900,00 €;60;2016;;
64987;SEAT;Mii;Gasoline;Manual;Used;6.900,00 €;75;2016;;
67500;Toyota;Yaris;Gasoline;Manual;Used;6.900,00 €;69;2016;;
32753;Skoda;Citigo;Gasoline;Manual;Used;6.900,00 €;60;2016;;
121000;Volkswagen;Polo;Diesel;Manual;Used;6.900,00 €;90;2012;;
30000;Skoda;Fabia;Gasoline;Manual;Used;6.900,00 €;86;2012;;
94300;Suzuki;SX4;Gasoline;Manual;Used;6.900,00 €;120;2011;;
119000;Nissan;Juke;Gasoline;Manual;Used;6.900,00 €;117;2011;;
130115;Volkswagen;Golf;Gasoline;Manual;Used;6.900,00 €;86;2013;;
81000;Opel;Zafira;Gasoline;Manual;Used;6.900,00 €;116;2013;;
101639;MINI;One;Gasoline;Manual;Used;6.900,00 €;75;2013;;
80948;Peugeot;208;Gasoline;Manual;Used;6.900,00 €;156;2013;;
48000;Hyundai;i10;Gasoline;Manual;Used;6.900,00 €;67;2016;;
85000;Opel;Corsa;Gasoline;Manual;Used;6.900,00 €;90;2016;;
49919;Skoda;Fabia;Gasoline;Manual;Used;6.900,00 €;60;2011;;
102956;Volkswagen;Golf Plus;Gasoline;Manual;Used;6.900,00 €;80;2011;;
116284;Volkswagen;Polo;Gasoline;Manual;Used;6.900,00 €;105;2011;;
143630;Volvo;V50;Diesel;Manual;Used;6.900,00 €;114;2011;;
82563;SEAT;Ibiza;Gasoline;Manual;Used;6.900,00 €;105;2011;;
95875;Ford;Fiesta;Gasoline;Manual;Used;6.900,00 €;82;2014;;
136700;Kia;Ceed / cee'd;Gasoline;Manual;Used;6.900,00 €;99;2014;;
38000;smart;forTwo;Gasoline;Automatic;Used;6.900,00 €;71;2014;;
25704;Suzuki;Swift;Gasoline;Manual;Used;6.900,00 €;94;2014;;
47940;Volkswagen;up!;Gasoline;Manual;Used;6.900,00 €;60;2014;;
206000;Volkswagen;Touran;Diesel;Automatic;Used;6.900,00 €;140;2015;;
77000;smart;forTwo;Gasoline;Automatic;Used;6.900,00 €;71;2015;;
62245;Ford;Fiesta;Gasoline;Manual;Used;6.900,00 €;82;2012;;
103737;Hyundai;i30;Gasoline;Manual;Used;6.900,00 €;99;2012;;
52253;smart;forTwo;Diesel;Automatic;Used;6.900,00 €;54;2013;;
97550;Renault;Clio;Gasoline;Manual;Used;6.900,00 €;90;2013;;
134300;Volkswagen;Polo;Gasoline;Manual;Used;6.900,00 €;86;2013;;
128000;Kia;ProCeed / pro_cee'd;Gasoline;Manual;Used;6.900,00 €;135;2013;;
70939;Volkswagen;Polo;Gasoline;Manual;Used;6.900,00 €;69;2013;;
100029;Ford;Fiesta;Gasoline;Manual;Used;6.900,00 €;80;2014;;
68500;Opel;Adam;Gasoline;Manual;Used;6.900,00 €;69;2014;;
64000;Opel;Corsa;Gasoline;Manual;Used;6.900,00 €;69;2014;;
138000;Volkswagen;Caddy;Diesel;Automatic;Used;6.900,00 €;75;2011;;
221220;Volkswagen;Touran;Diesel;Manual;Used;6.900,00 €;105;2011;;
90000;Opel;Astra;Gasoline;Manual;Used;6.900,00 €;140;2011;;
56000;Fiat;500C;Gasoline;Manual;Used;6.900,00 €;69;2011;;
183914;BMW;116;Gasoline;Manual;Used;6.900,00 €;122;2011;;
235000;Mercedes-Benz;C 220;Diesel;Automatic;Used;6.900,00 €;170;2011;;
100200;Volkswagen;Golf;Gasoline;Manual;Used;6.900,00 €;122;2011;;
143000;Audi;A3;Gasoline;Manual;Used;6.900,00 €;105;2011;;
195500;Volkswagen;Passat Variant;Gasoline;Automatic;Used;6.900,00 €;150;2011;;
210000;Volkswagen;Passat Variant;Diesel;Manual;Used;6.900,00 €;140;2011;;
130000;Volkswagen;Golf Plus;Gasoline;Manual;Used;6.900,00 €;122;2011;;
195000;Ford;S-Max;Diesel;Automatic;Used;6.900,00 €;163;2011;;
54000;Fiat;500;Gasoline;Manual;Used;6.900,00 €;86;2012;;
