Kmstand;FzgMarke;Modell;Kraftstoff_diesel;Getriebe;Angebotsart;Preis;Leistung;Baujahr;Anzahl verkaufte Autos;
60079;Mazda;6;Gasoline;Manual;Used;19.489,00 €;165;2018;;
6761;Volkswagen;Caddy;Gasoline;Manual;Used;19.490,00 €;125;2018;;
81300;Kia;Optima;Diesel;Automatic;Used;19.490,00 €;141;2017;;
1500;Opel;Combo;Gasoline;Manual;Employee's car;19.490,00 €;110;2020;;
20;Renault;Clio;Gasoline;Manual;Pre-registered;19.490,00 €;91;2021;;
10;Mazda;3;Gasoline;Manual;Pre-registered;19.490,00 €;122;2021;;
500;Opel;Corsa;Gasoline;Automatic;Used;19.490,00 €;101;2021;;
15000;Skoda;Scala;Gasoline;Manual;Used;19.490,00 €;150;2020;;
38688;Ford;Kuga;Gasoline;Manual;Used;19.490,00 €;150;2019;;
5;Mazda;3;Gasoline;Manual;Pre-registered;19.490,00 €;122;2021;;
70600;Skoda;Octavia;Gasoline;Automatic;Used;19.490,00 €;220;2016;;
46833;Ford;Kuga;Gasoline;Manual;Used;19.490,00 €;150;2018;;
1282;Opel;Astra;Gasoline;Manual;Used;19.490,00 €;131;2019;;
15;Hyundai;i30;Gasoline;Manual;Demonstration;19.490,00 €;120;2019;;
18527;Opel;Mokka X;Gasoline;Automatic;Used;19.490,00 €;140;2019;;
50;Ford;Puma;Gasoline;Manual;Pre-registered;19.490,00 €;95;2020;;
10;Renault;Clio;Gasoline;Manual;Pre-registered;19.490,00 €;91;2021;;
14950;Opel;Insignia;Gasoline;Automatic;Used;19.490,00 €;165;2017;;
25;Hyundai;i20;Gasoline;Manual;Pre-registered;19.490,00 €;101;2021;;
78000;Mercedes-Benz;C 180;Gasoline;Automatic;Used;19.490,00 €;156;2015;;
180000;BMW;430;Diesel;Automatic;Used;19.490,00 €;258;2014;;
20063;Ford;EcoSport;Gasoline;Manual;Used;19.490,00 €;140;2019;;
10;Renault;Captur;Gasoline;Manual;Pre-registered;19.490,00 €;101;2020;;
27350;Volkswagen;Golf Sportsvan;Gasoline;Automatic;Used;19.490,00 €;116;2018;;
94675;Renault;Talisman;Diesel;Automatic;Used;19.490,00 €;160;2017;;
59883;Ford;Mondeo;Electric/Gasoline;Manual;Used;19.490,00 €;140;2019;;
12636;Ford;Focus;Gasoline;Manual;Used;19.490,00 €;125;2019;;
15619;Opel;Grandland X;Gasoline;Manual;Used;19.490,00 €;131;2019;;
12379;Renault;Megane;Gasoline;Manual;Used;19.490,00 €;140;2020;;
500;Hyundai;i20;Electric/Gasoline;Manual;Demonstration;19.490,00 €;101;2020;;
10;Toyota;C-HR;Gasoline;Manual;Pre-registered;19.490,00 €;116;2020;;
89000;Mercedes-Benz;C 220;Diesel;Automatic;Used;19.490,00 €;170;2014;;
79600;Mercedes-Benz;A 200;Gasoline;Automatic;Used;19.490,00 €;156;2015;;
84067;Toyota;RAV 4;Gasoline;Automatic;Used;19.490,00 €;155;2016;;
112000;Mitsubishi;Outlander;Electric/Gasoline;Automatic;Used;19.490,00 €;121;2016;;
64711;Mazda;CX-5;Diesel;Automatic;Used;19.490,00 €;175;2016;;
47300;SEAT;Leon;Gasoline;Automatic;Used;19.490,00 €;179;2017;;
84000;Honda;Civic;Gasoline;Manual;Used;19.490,00 €;182;2017;;
23394;Abarth;595 Turismo;Gasoline;Automatic;Used;19.490,00 €;165;2018;;
15060;Renault;Kadjar;Gasoline;Automatic;Used;19.490,00 €;140;2019;;
26008;Citroen;Grand C4 Picasso;Gasoline;Manual;Used;19.490,00 €;131;2019;;
13701;Renault;Megane;Diesel;Manual;Used;19.490,00 €;116;2020;;
19240;Skoda;Octavia;Gasoline;Manual;Employee's car;19.490,00 €;150;2020;;
12970;Renault;Megane;Diesel;Manual;Used;19.490,00 €;116;2020;;
4;Skoda;Kamiq;Gasoline;Manual;Pre-registered;19.490,00 €;110;2021;;
30000;Ford;Transit Connect;Diesel;Automatic;Used;19.491,00 €;101;2019;;
5603;Ford;Focus;Diesel;Manual;Used;19.495,00 €;150;2020;;
20;Mazda;3;Gasoline;Manual;Pre-registered;19.495,00 €;122;2020;;
3200;Volkswagen;Golf Sportsvan;Gasoline;Manual;Used;19.495,00 €;116;2020;;
1;Volkswagen;T-Cross;Gasoline;Manual;Pre-registered;19.495,00 €;110;2021;;
13375;Volkswagen;Golf Variant;Gasoline;Manual;Used;19.495,00 €;116;2020;;
140101;Mercedes-Benz;C 220;Diesel;Automatic;Used;19.495,00 €;170;2018;;
3020;Hyundai;i20;Gasoline;Manual;Demonstration;19.495,00 €;101;2021;;
25587;MINI;Cooper S;Gasoline;Manual;Used;19.499,00 €;192;2018;;
128564;Mercedes-Benz;E 220;Diesel;Automatic;Used;19.499,00 €;194;2017;;
176050;Mercedes-Benz;GLK 250;Diesel;Automatic;Used;19.499,00 €;204;2012;;
63717;Skoda;Octavia;Diesel;Manual;Used;19.499,00 €;184;2016;;
212000;BMW;530;Diesel;Automatic;Used;19.500,00 €;258;2011;;
13852;Ford;Focus;Diesel;Automatic;Used;19.500,00 €;120;2019;;
133733;Volkswagen;Golf;Gasoline;Automatic;Used;19.500,00 €;220;2013;;
85000;Audi;A5;Gasoline;Automatic;Used;19.500,00 €;170;2013;;
155000;BMW;530;Diesel;Automatic;Used;19.500,00 €;300;2013;;
21500;Volkswagen;Golf;Gasoline;Automatic;Used;19.500,00 €;150;2016;;
10000;Opel;Zafira;Gasoline;Manual;Used;19.500,00 €;140;2017;;
50;SEAT;Arona;Gasoline;Manual;Pre-registered;19.500,00 €;110;2021;;
151927;Mercedes-Benz;CLS 350;Diesel;Automatic;Used;19.500,00 €;265;2013;;
96110;BMW;520;Diesel;Automatic;Used;19.500,00 €;163;2014;;
55000;Volvo;XC60;Diesel;Automatic;Used;19.500,00 €;150;2016;;
48750;Kia;Sportage;Gasoline;Automatic;Used;19.500,00 €;177;2016;;
42900;BMW;i3;Electric/Gasoline;Automatic;Used;19.500,00 €;170;2017;;
38000;smart;forTwo;Gasoline;Automatic;Used;19.500,00 €;109;2017;;
10;Suzuki;Swift;Gasoline;Manual;Demonstration;19.500,00 €;129;2020;;
10500;Volkswagen;Caddy;Diesel;Manual;Used;19.500,00 €;102;2020;;
33500;Volkswagen;Golf Variant;Gasoline;Automatic;Used;19.525,00 €;125;2015;;
50;Opel;Combo;Gasoline;Manual;Pre-registered;19.544,00 €;110;2021;;
35990;SEAT;Arona;Gasoline;Automatic;Used;19.550,00 €;116;2018;;
11700;SEAT;Leon;Gasoline;Manual;Used;19.550,00 €;150;2020;;
10;Skoda;Scala;Gasoline;Manual;Pre-registered;19.550,00 €;116;2019;;
27351;Ford;Focus;Gasoline;Manual;Used;19.550,00 €;250;2018;;
16280;Ford;Puma;Gasoline;Manual;Employee's car;19.560,00 €;125;2020;;
12800;Audi;A1;Gasoline;Manual;Used;19.560,00 €;95;2019;;
228600;Volkswagen;T6 Transporter;Diesel;Automatic;Used;19.578,00 €;204;2017;;
20000;Skoda;Scala;Gasoline;Automatic;Used;19.579,00 €;150;2019;;
50;Volkswagen;Polo;Gasoline;Automatic;Used;19.580,00 €;95;2021;;
59378;Skoda;Superb;Diesel;Automatic;Demonstration;19.580,00 €;150;2018;;
83524;Volkswagen;Touran;Diesel;Automatic;Used;19.580,00 €;150;2017;;
6000;Nissan;Qashqai;Gasoline;Manual;Demonstration;19.580,00 €;140;2020;;
11316;Ford;Focus;Gasoline;Manual;Used;19.589,00 €;125;2020;;
1335;Ford;Fiesta;Gasoline;Manual;Employee's car;19.589,00 €;155;2020;;
79987;Alfa;Romeo Giulia;Diesel;Automatic;Used;19.589,00 €;150;2017;;
52000;Mercedes-Benz;CLA 200;Gasoline;Manual;Used;19.590,00 €;156;2017;;
4710;Skoda;Scala;Gasoline;Manual;Demonstration;19.590,00 €;116;2020;;
25;Ford;Fiesta;Gasoline;Automatic;Pre-registered;19.590,00 €;125;2021;;
89009;Mercedes-Benz;C 250;Gasoline;Automatic;Used;19.590,00 €;204;2014;;
85690;Skoda;Superb;Gasoline;Automatic;Used;19.590,00 €;179;2017;;
159282;Volkswagen;Phaeton;Diesel;Automatic;Used;19.590,00 €;245;2015;;
6758;Volkswagen;Golf;Gasoline;Manual;Used;19.590,00 €;116;2019;;
15601;BMW;125;Gasoline;Manual;Used;19.590,00 €;218;2013;;
10252;Renault;Kadjar;Gasoline;Automatic;Used;19.590,00 €;159;2019;;
52;Volkswagen;Polo;Gasoline;Automatic;Employee's car;19.594,00 €;95;2020;;
1;Volkswagen;T-Roc;Gasoline;Manual;Pre-registered;19.595,00 €;110;2021;;
85546;Volkswagen;Tiguan;Diesel;Manual;Used;19.640,00 €;150;2017;;
9000;Mercedes-Benz;Citan;Diesel;Manual;Demonstration;19.640,00 €;116;2019;;
50;Volkswagen;Polo;Gasoline;Automatic;Used;19.640,00 €;95;2021;;
64173;Audi;A3;Diesel;Automatic;Used;19.645,00 €;184;2016;;
10750;Ford;Focus;Gasoline;Manual;Used;19.650,00 €;125;2020;;
55;Kia;Rio;Gasoline;Manual;Demonstration;19.650,00 €;101;2021;;
5342;Ford;Puma;Gasoline;Manual;Employee's car;19.650,00 €;125;2020;;
41228;Opel;Grandland X;Gasoline;Automatic;Used;19.650,00 €;131;2018;;
56831;SEAT;Ateca;Diesel;Automatic;Used;19.650,00 €;116;2019;;
92990;Volkswagen;Golf;Gasoline;Automatic;Used;19.650,00 €;179;2017;;
43144;Skoda;Octavia;Diesel;Automatic;Used;19.650,00 €;150;2018;;
16242;Volkswagen;Golf Variant;Gasoline;Automatic;Used;19.650,00 €;116;2019;;
54894;Mercedes-Benz;C 200;Gasoline;Automatic;Used;19.650,00 €;184;2014;;
139736;Volkswagen;Passat Alltrack;Diesel;Automatic;Used;19.655,00 €;190;2018;;
10;SEAT;Ibiza;Diesel;Manual;Pre-registered;19.659,00 €;95;2020;;
9597;Ford;Focus;Diesel;Manual;Used;19.660,00 €;120;2020;;
33200;Volkswagen;Golf;Electric;Automatic;Used;19.666,00 €;136;2017;;
54921;Volvo;V40;Gasoline;Automatic;Used;19.669,00 €;152;2018;;
10000;Volkswagen;Golf Sportsvan;Gasoline;Manual;Used;19.679,00 €;116;2020;;
17500;Nissan;Qashqai;Gasoline;Automatic;Used;19.680,00 €;116;2018;;
9985;Volkswagen;Golf Sportsvan;Gasoline;Manual;Used;19.680,00 €;116;2019;;
69090;Audi;A3;LPG;Automatic;Used;19.685,00 €;110;2017;;
14560;Volkswagen;Golf;Gasoline;Automatic;Used;19.689,00 €;116;2019;;
19600;Volkswagen;Golf;Gasoline;Manual;Used;19.690,00 €;150;2019;;
39500;SEAT;Leon;Gasoline;Automatic;Used;19.690,00 €;179;2018;;
10181;Kia;Sportage;Gasoline;Manual;Demonstration;19.690,00 €;132;2019;;
2124;SEAT;Arona;Gasoline;Automatic;Used;19.690,00 €;116;2019;;
20;Skoda;Scala;CNG;Manual;Pre-registered;19.690,00 €;90;2021;;
19066;Dacia;Duster;Gasoline;Manual;Used;19.690,00 €;131;2020;;
5;Fiat;Tipo;Gasoline;Manual;Pre-registered;19.690,00 €;120;2020;;
168795;Volkswagen;T5 Transporter;Diesel;Automatic;Used;19.695,00 €;140;2011;;
5;Suzuki;Vitara;Electric/Gasoline;Manual;Pre-registered;19.695,00 €;129;2020;;
29350;MINI;One;Gasoline;Automatic;Used;19.700,00 €;102;2019;;
67076;Mercedes-Benz;CLA 200;Gasoline;Manual;Used;19.700,00 €;156;2015;;
62600;Audi;Q2;Gasoline;Automatic;Used;19.700,00 €;116;2018;;
30788;BMW;318;Gasoline;Manual;Used;19.700,00 €;136;2018;;
16115;Volkswagen;Golf;Gasoline;Manual;Used;19.700,00 €;150;2019;;
39575;Volkswagen;Golf Sportsvan;Gasoline;Automatic;Used;19.725,00 €;150;2017;;
47942;Mercedes-Benz;A 180;Gasoline;Manual;Used;19.740,00 €;122;2017;;
113700;Volkswagen;Golf Variant;Diesel;Automatic;Used;19.740,00 €;184;2017;;
5;Suzuki;Vitara;Electric/Gasoline;Manual;Pre-registered;19.745,00 €;129;2020;;
31748;Mercedes-Benz;CLA 180;Gasoline;Automatic;Used;19.745,00 €;122;2017;;
84451;Volkswagen;Passat Variant;Diesel;Automatic;Used;19.747,00 €;150;2018;;
52750;BMW;220;Diesel;Automatic;Used;19.749,00 €;190;2016;;
79450;Mercedes-Benz;CLA 200;Diesel;Automatic;Used;19.749,00 €;136;2017;;
17783;Citroen;C5 Aircross;Gasoline;Manual;Used;19.749,00 €;131;2019;;
20300;Ford;Mondeo;Diesel;Manual;Used;19.750,00 €;120;2019;;
25;Mitsubishi;ASX;Gasoline;Manual;Demonstration;19.750,00 €;150;2021;;
7600;Opel;Astra;Gasoline;Manual;Used;19.750,00 €;145;2019;;
96000;Mercedes-Benz;A 250;Gasoline;Automatic;Used;19.750,00 €;211;2013;;
92000;Volkswagen;Golf;Diesel;Automatic;Used;19.750,00 €;184;2016;;
39950;Opel;Insignia;Diesel;Manual;Used;19.750,00 €;170;2017;;
74000;Toyota;Proace;Diesel;Manual;Used;19.750,00 €;128;2014;;
105000;Skoda;Octavia;Diesel;Automatic;Used;19.750,00 €;184;2017;;
74804;Audi;Q3;Diesel;Automatic;Used;19.750,00 €;184;2015;;
19760;Volkswagen;Golf;Diesel;Manual;Used;19.750,00 €;116;2020;;
31500;Volkswagen;Tiguan;Gasoline;Manual;Used;19.750,00 €;150;2016;;
5;Skoda;Kamiq;Gasoline;Manual;Used;19.750,00 €;95;2021;;
6;Skoda;Kamiq;Gasoline;Manual;Used;19.750,00 €;95;2021;;
8;Skoda;Kamiq;Gasoline;Manual;Used;19.750,00 €;95;2021;;
39;Skoda;Kamiq;Gasoline;Manual;Used;19.750,00 €;95;2021;;
7;Skoda;Kamiq;Gasoline;Manual;Used;19.750,00 €;95;2021;;
24912;Opel;Zafira;Gasoline;Manual;Used;19.750,00 €;136;2018;;
47650;Ford;Focus;Gasoline;Manual;Used;19.750,00 €;250;2018;;
5000;SEAT;Arona;Gasoline;Manual;Used;19.750,00 €;116;2020;;
9000;smart;forTwo;Gasoline;Automatic;Used;19.750,00 €;90;2019;;
1100;Volkswagen;Polo;Gasoline;Automatic;Demonstration;19.750,00 €;95;2021;;
12;Skoda;Scala;Gasoline;Manual;Pre-registered;19.760,00 €;116;2019;;
59469;Mitsubishi;I-MiEV;Electric;Unbekannt;Used;6.900,00 €;67;2012;;
6262;Skoda;Scala;Gasoline;Manual;Demonstration;19.760,00 €;116;2019;;
8;Skoda;Scala;Gasoline;Manual;Pre-registered;19.760,00 €;116;2019;;
4580;Volkswagen;Golf Sportsvan;Gasoline;Manual;Employee's car;19.770,00 €;116;2020;;
23988;Ford;Focus;Diesel;Manual;Used;19.770,00 €;150;2018;;
20;Volkswagen;Polo;Gasoline;Automatic;Employee's car;19.773,00 €;95;2021;;
22672;SEAT;Ateca;Gasoline;Manual;Used;19.775,00 €;116;2019;;
15500;Mercedes-Benz;Vito;Diesel;Manual;Used;19.777,00 €;114;2016;;
50;Ford;Focus;Gasoline;Manual;Pre-registered;19.777,00 €;125;2021;;
11309;Ford;Focus;Diesel;Automatic;Used;19.779,00 €;120;2020;;
10;Volkswagen;T-Cross;Gasoline;Manual;Pre-registered;19.780,00 €;95;2021;;
217169;Mercedes-Benz;ML 350;Diesel;Automatic;Used;19.780,00 €;258;2014;;
11800;Skoda;Scala;Gasoline;Automatic;Demonstration;19.780,00 €;150;2019;;
27800;Volkswagen;Golf Variant;Gasoline;Manual;Used;19.780,00 €;116;2020;;
50;Opel;Combo;Gasoline;Manual;Pre-registered;19.789,00 €;110;2021;;
7360;Ford;Focus;Diesel;Manual;Employee's car;19.790,00 €;150;2020;;
26150;Ford;Focus;Gasoline;Manual;Used;19.790,00 €;125;2018;;
6400;Skoda;Scala;Gasoline;Manual;Demonstration;19.790,00 €;116;2020;;
400;Opel;Astra;Gasoline;Manual;Used;19.790,00 €;131;2021;;
116000;BMW;X1;Diesel;Automatic;Used;19.790,00 €;150;2018;;
8400;Opel;Corsa;Gasoline;Automatic;Used;19.790,00 €;131;2019;;
2;Mazda;CX-3;Gasoline;Manual;Demonstration;19.790,00 €;121;2021;;
12;Hyundai;Kona;Gasoline;Manual;Pre-registered;19.790,00 €;120;2021;;
7;Hyundai;i30;Gasoline;Manual;Pre-registered;19.790,00 €;159;2021;;
5;SEAT;Arona;Gasoline;Automatic;Pre-registered;19.790,00 €;110;2021;;
53500;Mercedes-Benz;C 250;Diesel;Automatic;Used;19.790,00 €;204;2013;;
192181;Audi;Q7;Diesel;Automatic;Used;19.790,00 €;245;2013;;
157000;BMW;530;Diesel;Automatic;Used;19.790,00 €;258;2015;;
5966;Suzuki;SX4 S-Cross;Gasoline;Manual;Employee's car;19.790,00 €;129;2020;;
10;Skoda;Octavia;Gasoline;Manual;Pre-registered;19.790,00 €;116;2020;;
10;Ford;EcoSport;Gasoline;Manual;Pre-registered;19.790,00 €;125;2021;;
10;Opel;Astra;Gasoline;Manual;Demonstration;19.790,00 €;131;2020;;
20;Toyota;Yaris;Electric/Gasoline;Automatic;Pre-registered;19.790,00 €;116;2020;;
10;SEAT;Ibiza;Gasoline;Automatic;Pre-registered;19.790,00 €;116;2020;;
13338;Ford;Fiesta;Gasoline;Manual;Used;19.790,00 €;125;2020;;
6949;Volkswagen;Golf Variant;Gasoline;Manual;Used;19.790,00 €;116;2020;;
10;Jeep;Renegade;Gasoline;Manual;Used;19.790,00 €;120;2019;;
10;Abarth;500;Gasoline;Manual;Demonstration;19.790,00 €;160;2019;;
15556;Dacia;Duster;Gasoline;Manual;Used;19.790,00 €;131;2020;;
50000;BMW;320;Gasoline;Automatic;Used;19.790,00 €;184;2016;;
78000;Volvo;V60;Electric/Diesel;Automatic;Used;19.790,00 €;288;2017;;
64087;Ford;Mondeo;Electric/Gasoline;Automatic;Used;19.790,00 €;140;2019;;
10942;Renault;Megane;Gasoline;Manual;Used;19.790,00 €;140;2020;;
6620;Renault;Captur;Gasoline;Automatic;Used;19.790,00 €;131;2020;;
175000;Audi;A6;Diesel;Automatic;Used;19.799,00 €;313;2013;;
136614;Volkswagen;T6 Transporter;Diesel;Manual;Used;19.799,00 €;140;2016;;
10000;Opel;Zafira;Gasoline;Manual;Used;19.800,00 €;140;2018;;
7200;Opel;Mokka;Gasoline;Automatic;Used;19.800,00 €;140;2018;;
19816;Jeep;Compass;Diesel;Manual;Used;19.800,00 €;120;2017;;
195000;Mercedes-Benz;Viano;Diesel;Automatic;Used;19.800,00 €;224;2011;;
137482;Audi;A5;Diesel;Automatic;Used;19.800,00 €;177;2013;;
76281;Mercedes-Benz;CLA 200;Gasoline;Automatic;Used;19.800,00 €;156;2016;;
48527;Ford;Mondeo;Diesel;Automatic;Used;19.800,00 €;179;2018;;
56900;Volvo;V40 Cross Country;Gasoline;Automatic;Used;19.800,00 €;152;2017;;
34067;Opel;Mokka X;Gasoline;Automatic;Used;19.800,00 €;152;2017;;
23600;Volkswagen;Golf Sportsvan;Gasoline;Manual;Used;19.800,00 €;125;2017;;
156794;Audi;Q3;Diesel;Automatic;Used;19.819,00 €;184;2015;;
53431;Volkswagen;Touran;Gasoline;Manual;Used;19.819,00 €;150;2016;;
20612;MINI;One Cabrio;Gasoline;Manual;Used;19.830,00 €;102;2018;;
25280;Volkswagen;Golf Sportsvan;Gasoline;Manual;Used;19.830,00 €;131;2019;;
13980;Audi;A1;Gasoline;Manual;Used;19.830,00 €;95;2020;;
74231;Volkswagen;Touran;Gasoline;Manual;Used;19.830,00 €;150;2017;;
128767;BMW;530;Diesel;Automatic;Used;19.830,00 €;258;2013;;
157800;Skoda;Octavia;Diesel;Automatic;Used;19.839,00 €;184;2017;;
10;Nissan;Juke;Gasoline;Manual;Pre-registered;19.840,00 €;117;2021;;
8690;Audi;A1;Gasoline;Manual;Used;19.840,00 €;95;2020;;
10;Nissan;Juke;Gasoline;Manual;Pre-registered;19.849,00 €;117;2021;;
10;SEAT;Leon;Gasoline;Manual;Used;19.850,00 €;110;2021;;
24900;Audi;A3;Diesel;Automatic;Used;19.850,00 €;116;2019;;
86050;Mercedes-Benz;C 200;Gasoline;Automatic;Used;19.850,00 €;184;2014;;
8694;SEAT;Leon;Gasoline;Manual;Demonstration;19.850,00 €;131;2019;;
3180;Opel;Combo;Diesel;Manual;Used;19.850,00 €;131;2020;;
51712;BMW;225;Electric/Gasoline;Automatic;Used;19.850,00 €;224;2018;;
9500;Volvo;V40;Gasoline;Manual;Used;19.850,00 €;122;2018;;
9570;Mazda;3;Diesel;Automatic;Demonstration;19.850,00 €;116;2020;;
17288;Volkswagen;Golf Sportsvan;Gasoline;Manual;Demonstration;19.860,00 €;131;2019;;
23060;Skoda;Octavia;Gasoline;Manual;Used;19.860,00 €;150;2020;;
29884;Volkswagen;Golf;Gasoline;Manual;Used;19.860,00 €;230;2014;;
88594;SEAT;Leon;Gasoline;Automatic;Used;19.861,00 €;280;2015;;
48043;Jeep;Cherokee;Diesel;Automatic;Used;19.863,00 €;170;2015;;
71540;Skoda;Superb;Diesel;Automatic;Used;19.864,00 €;190;2015;;
18754;Skoda;Octavia;Gasoline;Manual;Used;19.870,00 €;150;2020;;
18423;Skoda;Karoq;Gasoline;Manual;Demonstration;19.870,00 €;116;2019;;
173691;Volkswagen;Tiguan;Diesel;Automatic;Used;19.870,00 €;150;2018;;
9914;Honda;Civic;Gasoline;Manual;Used;19.870,00 €;126;2020;;
57650;Skoda;Superb;Diesel;Automatic;Used;19.870,00 €;190;2017;;
100000;Skoda;Superb;Diesel;Automatic;Used;19.870,00 €;190;2017;;
39900;Renault;Scenic;Diesel;Automatic;Used;19.870,00 €;160;2019;;
5000;Skoda;Karoq;Diesel;Manual;Demonstration;19.870,00 €;116;2020;;
55450;Volkswagen;Caddy;Diesel;Manual;Used;19.873,00 €;150;2016;;
10;Kia;Stonic;Gasoline;Manual;Pre-registered;19.875,00 €;120;2021;;
6250;Opel;Astra;Gasoline;Manual;Used;19.875,00 €;131;2021;;
131600;Volkswagen;T6 Transporter;Diesel;Manual;Used;19.879,00 €;102;2017;;
45850;Toyota;Avensis;Gasoline;Automatic;Used;19.880,00 €;147;2018;;
6400;Volkswagen;Golf;Gasoline;Manual;Used;19.880,00 €;131;2020;;
15;Opel;Corsa;Gasoline;Manual;Pre-registered;19.880,00 €;101;2020;;
12;Opel;Corsa;Gasoline;Manual;Employee's car;19.880,00 €;101;2021;;
83485;Volkswagen;Tiguan;Diesel;Manual;Used;19.880,00 €;150;2017;;
11540;Volkswagen;Golf;Gasoline;Manual;Employee's car;19.880,00 €;131;2020;;
7890;Volkswagen;Golf;Gasoline;Manual;Employee's car;19.880,00 €;131;2020;;
43460;Mercedes-Benz;GLA 200;Gasoline;Automatic;Used;19.880,00 €;156;2014;;
120000;BMW;520;Diesel;Automatic;Used;19.880,00 €;190;2016;;
75555;Land;Rover Range Rover Evoque;Diesel;Manual;Used;19.880,00 €;150;2015;;
14122;Mazda;CX-3;Gasoline;Automatic;Used;19.880,00 €;121;2018;;
84986;Volkswagen;Touran;Diesel;Automatic;Used;19.880,00 €;150;2018;;
32850;Audi;Q2;Gasoline;Automatic;Used;19.880,00 €;116;2018;;
33774;Audi;Q2;Diesel;Manual;Used;19.880,00 €;116;2018;;
31200;Skoda;Karoq;Diesel;Automatic;Used;19.880,00 €;116;2018;;
88500;Opel;Insignia;Gasoline;Automatic;Used;19.880,00 €;260;2017;;
29600;Mercedes-Benz;C 180;Gasoline;Automatic;Used;19.880,00 €;156;2014;;
17990;Ford;Mondeo;Gasoline;Manual;Used;19.885,00 €;165;2019;;
50390;Audi;A4;Gasoline;Manual;Used;19.885,00 €;150;2019;;
38000;Mercedes-Benz;B 220;Gasoline;Automatic;Used;19.885,00 €;184;2014;;
23800;Mazda;3;Gasoline;Manual;Used;19.888,00 €;122;2019;;
124000;Audi;A6;Diesel;Manual;Used;19.888,00 €;204;2011;;
56850;Skoda;Superb;Gasoline;Automatic;Used;19.888,00 €;179;2016;;
137514;Volkswagen;Tiguan;Diesel;Automatic;Used;19.888,00 €;150;2017;;
25262;Ford;Focus;Diesel;Automatic;Employee's car;19.889,00 €;150;2020;;
31500;MINI;One Clubman;Gasoline;Automatic;Used;19.889,00 €;102;2019;;
169963;Mercedes-Benz;E 220;Diesel;Automatic;Used;19.889,00 €;170;2013;;
6539;Jeep;Renegade;Gasoline;Manual;Used;19.889,00 €;120;2020;;
15484;Ford;Kuga;Gasoline;Manual;Used;19.889,00 €;150;2020;;
61400;Volkswagen;Passat Variant;Diesel;Automatic;Used;19.889,00 €;150;2018;;
91450;Volkswagen;Passat Variant;Diesel;Automatic;Used;19.889,00 €;190;2017;;
5;Mazda;2;Gasoline;Manual;Demonstration;19.890,00 €;90;2021;;
8900;Audi;A1;Gasoline;Manual;Used;19.890,00 €;95;2020;;
24;Ford;Fiesta;Gasoline;Automatic;Pre-registered;19.890,00 €;125;2021;;
1500;Renault;Twingo;Electric;Automatic;Demonstration;19.890,00 €;82;2021;;
9948;Volvo;V40;Gasoline;Manual;Used;19.890,00 €;122;2019;;
15500;Opel;Astra;Gasoline;Automatic;Employee's car;19.890,00 €;150;2019;;
38000;Mazda;CX-5;Gasoline;Automatic;Used;19.890,00 €;192;2016;;
7;SEAT;Leon;Gasoline;Manual;Pre-registered;19.890,00 €;131;2020;;
0;Hyundai;i30;Gasoline;Automatic;Pre-registered;19.890,00 €;120;2021;;
20;Abarth;595;Gasoline;Manual;Pre-registered;19.890,00 €;145;2021;;
67668;Mercedes-Benz;B 200;Gasoline;Manual;Used;19.890,00 €;156;2017;;
35910;Ford;Focus;Diesel;Automatic;Used;19.890,00 €;150;2019;;
32500;Volvo;V40;Gasoline;Manual;Used;19.890,00 €;190;2018;;
148300;Skoda;Octavia;Diesel;Automatic;Used;19.890,00 €;184;2018;;
3000;smart;forTwo;Electric;Automatic;Demonstration;19.890,00 €;56;2021;;
72300;Mazda;CX-5;Diesel;Manual;Used;19.890,00 €;175;2017;;
22318;Hyundai;Kona;Gasoline;Automatic;Used;19.890,00 €;177;2019;;
29200;Peugeot;Rifter;Gasoline;Manual;Used;19.890,00 €;110;2019;;
20;Hyundai;Kona;Gasoline;Manual;Pre-registered;19.890,00 €;120;2020;;
13073;Renault;Captur;Gasoline;Automatic;Used;19.890,00 €;131;2020;;
10;Volkswagen;T-Cross;Gasoline;Manual;Pre-registered;19.899,00 €;110;2021;;
76091;Volkswagen;Tiguan;Diesel;Automatic;Used;19.899,00 €;150;2016;;
33251;BMW;118;Gasoline;Automatic;Used;19.899,00 €;140;2019;;
12600;Ford;Transit Custom;Diesel;Manual;Used;19.900,00 €;155;2016;;
210000;BMW;530;Diesel;Automatic;Used;19.900,00 €;258;2016;;
55300;Audi;A4;Gasoline;Automatic;Used;19.900,00 €;150;2017;;
141000;SEAT;Alhambra;Diesel;Manual;Used;19.900,00 €;150;2017;;
9990;Ford;EcoSport;Gasoline;Manual;Used;19.900,00 €;140;2020;;
38200;Audi;TT;Diesel;Manual;Used;19.900,00 €;170;2011;;
169893;Audi;A8;Diesel;Automatic;Used;19.900,00 €;351;2011;;
500;Opel;Corsa;Gasoline;Automatic;Demonstration;19.900,00 €;101;2021;;
15;Skoda;Fabia;Gasoline;Manual;Pre-registered;19.900,00 €;95;2021;;
500;Opel;Astra;Gasoline;Manual;Demonstration;19.900,00 €;131;2021;;
125800;Mercedes-Benz;E 250;Gasoline;Automatic;Used;19.900,00 €;204;2012;;
74901;Ford;Focus;Gasoline;Manual;Used;19.900,00 €;250;2017;;
73100;BMW;330;Diesel;Automatic;Used;19.900,00 €;258;2016;;
39100;BMW;320;Gasoline;Manual;Used;19.900,00 €;184;2013;;
