AthleteID;Name;Sex;CountryID
84;"Stephen Anthony Abas";"M";27
142;"David ""Dave"" Abbott";"M";27
256;"Abdihakim ""Abdi"" Abdirahman";"M";27
256;"Abdihakim ""Abdi"" Abdirahman";"M";27
256;"Abdihakim ""Abdi"" Abdirahman";"M";27
256;"Abdihakim ""Abdi"" Abdirahman";"M";27
323;"Aquil Hashim Abdullah (Shumate-)";"M";27
351;"Julius Shareef Abdur-Rahim";"M";27
404;"Louis Grenville ""Lou"" Abell";"M";27
423;"Michael Brent Abernathy";"M";27
454;"Edgar Allen ""Ed"" Ablowich";"M";27
524;"Donald Robert Abrahamson, Jr.";"M";27
525;"Richard Neal Abrahamson";"M";27
525;"Richard Neal Abrahamson";"M";27
531;"Fletcher Abram, Jr.";"M";27
585;"Brian Kenneth Abshire";"M";27
642;"Ervin S. Acel";"M";27
699;"Charles Edwin ""Charley"" Ackerly";"M";27
762;"Gordon Belgum ""Gordy"" Adam";"M";27
806;"Bartlett S. ""Bart"" Adams";"M";27
807;"Benjamin Willard ""Ben"" Adams";"M";27
807;"Benjamin Willard ""Ben"" Adams";"M";27
813;"Edgar Holmes Adams";"M";27
813;"Edgar Holmes Adams";"M";27
813;"Edgar Holmes Adams";"M";27
813;"Edgar Holmes Adams";"M";27
813;"Edgar Holmes Adams";"M";27
818;"Harry Lester Adams";"M";27
818;"Harry Lester Adams";"M";27
818;"Harry Lester Adams";"M";27
818;"Harry Lester Adams";"M";27
818;"Harry Lester Adams";"M";27
829;"Morgan Orlando Adams, Jr.";"M";27
836;"Platt Adams";"M";27
836;"Platt Adams";"M";27
836;"Platt Adams";"M";27
836;"Platt Adams";"M";27
836;"Platt Adams";"M";27
836;"Platt Adams";"M";27
836;"Platt Adams";"M";27
836;"Platt Adams";"M";27
836;"Platt Adams";"M";27
842;"Wayman Elbridge Adams";"M";27
844;"William Edward ""Willie"" Adams";"M";27
855;"James Nicholas ""Nick"" Adamson";"M";27
891;"William Harold Ade";"M";27
961;"Bradley Don ""Brad"" Adkins";"M";27
962;"Charles ""Chuck"" Adkins";"M";27
963;"Derrick Ralph Adkins";"M";27
1017;"Nathan Ghar-Jun Adrian";"M";27
1017;"Nathan Ghar-Jun Adrian";"M";27
1017;"Nathan Ghar-Jun Adrian";"M";27
1017;"Nathan Ghar-Jun Adrian";"M";27
1017;"Nathan Ghar-Jun Adrian";"M";27
1017;"Nathan Ghar-Jun Adrian";"M";27
1017;"Nathan Ghar-Jun Adrian";"M";27
1017;"Nathan Ghar-Jun Adrian";"M";27
1028;"Fredua Koranteng ""Freddy"" Adu";"M";27
1122;"Andre Kirk Agassi";"M";27
1122;"Andre Kirk Agassi";"M";27
1137;"William Ashby ""Bill"" Agee";"M";27
1139;"Craig John Agena";"M";27
1178;"Jeffrey Allan ""Jeff"" Agoos";"M";27
1321;"Daniel William ""Dan"" Ahearn (Ahearne-)";"M";27
1339;"William Alexander (Wilhelm Alexander-) Ahlemeyer";"M";27
1350;"George Lewis Ahlgren";"M";27
1444;"Christian ""Chris"" Ahrens";"M";27
1444;"Christian ""Chris"" Ahrens";"M";27
1500;"Kurt Harold Ainsworth";"M";27
1533;"Robert ""Bobby"" Aitken, Jr.";"M";27
1536;"Robert Ingersoll Aitken";"M";27
2293;"William Everett ""Bill"" Albans";"M";27
2385;"Christopher John ""Chris"" Albright";"M";27
2387;"David Donald ""Dave"" Albritton";"M";27
2411;"David Alcoriza";"M";27
2412;"Kyle Scott Alcorn";"M";27
2440;"Frederick Pitt ""Fred"" Alderman";"M";27
2449;"William Truman Aldrich";"M";27
2552;"Hugh Vincenzo Alessandroni";"M";27
2552;"Hugh Vincenzo Alessandroni";"M";27
2552;"Hugh Vincenzo Alessandroni";"M";27
2568;"Gary Joseph Alexander";"M";27
2636;"Stephen Todd ""Steve"" Alford";"M";27
2697;"Sadam Ali";"M";27
2781;"Robert Jeffrey ""Jeff"" Alkire, II";"M";27
2806;"Scott Hazzard Allan";"M";27
2832;"William Charles ""Bill"" Allen";"M";27
2833;"John Chad Allen";"M";27
2836;"Claude Arthur Allen";"M";27
2838;"Devon Allen";"M";27
2840;"Frederick Harold ""Fred"" Allen";"M";27
2841;"Francis E. ""Fritz"" Allen";"M";27
2842;"Henry Woodward ""Harry"" Allen";"M";27
2844;"Henry Tureman Allen, Jr.";"M";27
2847;"John William Allen";"M";27
2848;"James Kanati Allen";"M";27
2848;"James Kanati Allen";"M";27
2848;"James Kanati Allen";"M";27
2848;"James Kanati Allen";"M";27
2848;"James Kanati Allen";"M";27
2848;"James Kanati Allen";"M";27
2848;"James Kanati Allen";"M";27
2848;"James Kanati Allen";"M";27
2853;"Lee Dale Allen";"M";27
2853;"Lee Dale Allen";"M";27
2859;"Michael Gary ""Mike"" Allen";"M";27
2863;"Walter Ray Allen";"M";27
2865;"Rock Allen";"M";27
2868;"Russell D. Allen";"M";27
2871;"Terence de la Mesa ""Terry"" Allen";"M";27
2874;"Wyatt Allen";"M";27
2874;"Wyatt Allen";"M";27
2886;"Francis William ""Bill"" Alley";"M";27
2905;"John Cotton Allis";"M";27
2905;"John Cotton Allis";"M";27
2905;"John Cotton Allis";"M";27
2905;"John Cotton Allis";"M";27
2906;"Louis Allis";"M";27
2911;"Philip Whalley Allison";"M";27
2916;"Yari Allnutt";"M";27
2937;"Charles Pfeiffer ""Chuck"" Alm";"M";27
3078;"John Kirby Alstrom";"M";27
3089;"Charles Ernest Brenton ""Charlie"" Altekruse (-Banks)";"M";27
3090;"Charles William ""Charlie"" Altemose";"M";27
3101;"Josmer Volmy ""Jozy"" Altidore";"M";27
3107;"Michael ""Mike"" Altman";"M";27
3230;"Norman Foster Darrell ""Norm"" Alvis";"M";27
3265;"Anthony Stanley Amado";"M";27
3277;"Charles Aman";"M";27
3298;"Larry J. Amar";"M";27
3466;"Joseph Brian ""Joe"" Amlong";"M";27
3467;"Thomas Kennedy ""Tom"" Amlong";"M";27
3490;"Benjamin Edward ""Ben"" Amonette";"M";27
3490;"Benjamin Edward ""Ben"" Amonette";"M";27
3490;"Benjamin Edward ""Ben"" Amonette";"M";27
3490;"Benjamin Edward ""Ben"" Amonette";"M";27
3532;"Omar Amr";"M";27
3642;"Lawrence Joseph ""Larry"" Anastasi";"M";27
3642;"Lawrence Joseph ""Larry"" Anastasi";"M";27
3642;"Lawrence Joseph ""Larry"" Anastasi";"M";27
3642;"Lawrence Joseph ""Larry"" Anastasi";"M";27
3669;"William Peter Andelfinger";"M";27
3669;"William Peter Andelfinger";"M";27
3669;"William Peter Andelfinger";"M";27
3797;"Brett Franklin Anderson";"M";27
3799;"Charles Howard Anderson";"M";27
3799;"Charles Howard Anderson";"M";27
3812;"Edwin Lamont ""Ed"" Anderson";"M";27
3812;"Edwin Lamont ""Ed"" Anderson";"M";27
3815;"Gary Lee Anderson";"M";27
3815;"Gary Lee Anderson";"M";27
3815;"Gary Lee Anderson";"M";27
3821;"Hershel Lee Anderson";"M";27
3821;"Hershel Lee Anderson";"M";27
3822;"Isaac J. ""Ike"" Anderson";"M";27
3828;"John Franklin Anderson";"M";27
3828;"John Franklin Anderson";"M";27
3830;"John Justin Anderson";"M";27
3833;"Jon Peter Anderson";"M";27
3836;"Karl Walter Anderson";"M";27
3841;"Lewis Robbins Anderson";"M";27
3845;"Matthew John ""Matt"" Anderson";"M";27
3845;"Matthew John ""Matt"" Anderson";"M";27
3847;"Miller Altman Anderson";"M";27
3847;"Miller Altman Anderson";"M";27
3849;"Norman Frederick Anderson";"M";27
3850;"Olanda Anderson";"M";27
3851;"Otto Kenneth Anderson";"M";27
3854;"Paul Edward Anderson";"M";27
3862;"Stephen Eugene ""Steve"" Anderson";"M";27
3868;"Wayne Robert Anderson";"M";27
3874;"William Lloyd ""Willie"" Anderson, Jr.";"M";27
4033;"Demetrius Cesar Andrade";"M";27
4057;"William Jules ""Bill"" Andre";"M";27
4057;"William Jules ""Bill"" Andre";"M";27
4083;"Larry Edwin Andreasen";"M";27
4141;"Francisco ""Frankie"" Andreu";"M";27
4141;"Francisco ""Frankie"" Andreu";"M";27
4153;"Arthur Fleming Andrews";"M";27
4153;"Arthur Fleming Andrews";"M";27
4153;"Arthur Fleming Andrews";"M";27
4153;"Arthur Fleming Andrews";"M";27
4159;"Robert Adrian ""Robby"" Andrews";"M";27
4160;"Robert Day Andrews";"M";27
4313;"Frank David Anger";"M";27
4313;"Frank David Anger";"M";27
4330;"Clarence Victor Angier";"M";27
4331;"Milton Sanford Angier";"M";27
4340;"Kurt Steven Angle";"M";27
4361;"Joseph ""Joe"" Angyal, Jr.";"M";27
4417;"Alfred Heacock Annan";"M";27
4505;"Carmelo Kyan Anthony";"M";27
4505;"Carmelo Kyan Anthony";"M";27
4505;"Carmelo Kyan Anthony";"M";27
4505;"Carmelo Kyan Anthony";"M";27
4515;"Michael E. ""Mike"" Anti";"M";27
4515;"Michael E. ""Mike"" Anti";"M";27
4515;"Michael E. ""Mike"" Anti";"M";27
4515;"Michael E. ""Mike"" Anti";"M";27
4515;"Michael E. ""Mike"" Anti";"M";27
4705;"Paul Dimitri Apostol";"M";27
4705;"Paul Dimitri Apostol";"M";27
4705;"Paul Dimitri Apostol";"M";27
4705;"Paul Dimitri Apostol";"M";27
4737;"Lloyd Otto Appleton";"M";27
5027;"Edwin Yancey ""Eddie"" Argo";"M";27
5027;"Edwin Yancey ""Eddie"" Argo";"M";27
5031;"John Clifford Argue";"M";27
5058;"Marcus Mills Pomeroy ""Mark"" Arie";"M";27
5058;"Marcus Mills Pomeroy ""Mark"" Arie";"M";27
5147;"John Taylor Arms";"M";27
5149;"Raymond Richard ""Ray"" Armstead";"M";27
5153;"Charles Ewing Armstrong";"M";27
5154;"David Lee ""Davey"" Armstrong";"M";27
5154;"David Lee ""Davey"" Armstrong";"M";27
5157;"Desmond Kevin Armstrong";"M";27
5164;"Jeremy Lee ""Jerry"" Armstrong";"M";27
5168;"Lance Edward Armstrong (Gunderson-)";"M";27
5168;"Lance Edward Armstrong (Gunderson-)";"M";27
5168;"Lance Edward Armstrong (Gunderson-)";"M";27
5168;"Lance Edward Armstrong (Gunderson-)";"M";27
5168;"Lance Edward Armstrong (Gunderson-)";"M";27
5173;"Michel Taylor ""Tate"" Armstrong";"M";27
5212;"Jay Joseph Hoyland Arnette";"M";27
5282;"Rojelio ""Ray"" Arredondo";"M";27
5298;"Jacob Joseph ""Jake"" Arrieta";"M";27
5315;"Gavin Baxter Arroyo";"M";27
5315;"Gavin Baxter Arroyo";"M";27
5324;"Christian Marcelo ""Chelly"" Arrue";"M";27
5324;"Christian Marcelo ""Chelly"" Arrue";"M";27
5324;"Christian Marcelo ""Chelly"" Arrue";"M";27
5363;"Alexander Vladimirovich ""Sasha"" Artemev";"M";27
5363;"Alexander Vladimirovich ""Sasha"" Artemev";"M";27
5363;"Alexander Vladimirovich ""Sasha"" Artemev";"M";27
5363;"Alexander Vladimirovich ""Sasha"" Artemev";"M";27
5363;"Alexander Vladimirovich ""Sasha"" Artemev";"M";27
5363;"Alexander Vladimirovich ""Sasha"" Artemev";"M";27
5363;"Alexander Vladimirovich ""Sasha"" Artemev";"M";27
5467;"Kevin Yoshimi Asano";"M";27
5493;"Peter Gregory Asch";"M";27
5497;"George Aschenbrener";"M";27
5497;"George Aschenbrener";"M";27
5497;"George Aschenbrener";"M";27
5497;"George Aschenbrener";"M";27
5523;"Ronnie Ash";"M";27
5525;"Walter Stuart ""Walt"" Ashbaugh";"M";27
5526;"Temple Withers Ashbrook";"M";27
5527;"Lesley Ashburner";"M";27
5539;"William Nyman ""Bill"" Ashenfelter";"M";27
5540;"Horace Ashenfelter, III";"M";27
5540;"Horace Ashenfelter, III";"M";27
5558;"David Michael ""Dave"" Ashleigh";"M";27
5558;"David Michael ""Dave"" Ashleigh";"M";27
5578;"Gerald Howard ""Gerry"" Ashworth";"M";27
5612;"Ben Askren";"M";27
5824;"Jeffrey Patrick ""Jeff"" Atkinson";"M";27
5833;"John Cox Atlee";"M";27
5881;"Duncan Fuller MacTavish Atwood";"M";27
5899;"David Camillo ""Dave"" Auble";"M";27
5928;"Victor Lee ""Vic"" Auer";"M";27
5928;"Victor Lee ""Vic"" Auer";"M";27
5949;"Stacey Orlando Augmon";"M";27
5986;"Richard Francis ""Dick"" Ault";"M";27
6022;"Arthur ""Art"" Austin";"M";27
6025;"Charles Allen Austin";"M";27
6025;"Charles Allen Austin";"M";27
6025;"Charles Allen Austin";"M";27
6030;"Michael MacKay ""Mike"" Austin";"M";27
6030;"Michael MacKay ""Mike"" Austin";"M";27
6031;"John Paul Austin";"M";27
6034;"Timothy ""Tim"" Austin";"M";27
6038;"Thomas ""Tom"" Auth";"M";27
6038;"Thomas ""Tom"" Auth";"M";27
6089;"Marshall Scott Avener";"M";27
6089;"Marshall Scott Avener";"M";27
6089;"Marshall Scott Avener";"M";27
6089;"Marshall Scott Avener";"M";27
6089;"Marshall Scott Avener";"M";27
6089;"Marshall Scott Avener";"M";27
6089;"Marshall Scott Avener";"M";27
6089;"Marshall Scott Avener";"M";27
6089;"Marshall Scott Avener";"M";27
6089;"Marshall Scott Avener";"M";27
6089;"Marshall Scott Avener";"M";27
6089;"Marshall Scott Avener";"M";27
6089;"Marshall Scott Avener";"M";27
6089;"Marshall Scott Avener";"M";27
6089;"Marshall Scott Avener";"M";27
6089;"Marshall Scott Avener";"M";27
6173;"Albert ""Albie"" Axelrod";"M";27
6173;"Albert ""Albie"" Axelrod";"M";27
6173;"Albert ""Albie"" Axelrod";"M";27
6173;"Albert ""Albie"" Axelrod";"M";27
6173;"Albert ""Albie"" Axelrod";"M";27
6173;"Albert ""Albie"" Axelrod";"M";27
6173;"Albert ""Albie"" Axelrod";"M";27
6173;"Albert ""Albie"" Axelrod";"M";27
6173;"Albert ""Albie"" Axelrod";"M";27
6185;"Charles Sumner Axtell";"M";27
6185;"Charles Sumner Axtell";"M";27
6270;"Arthur DeLancey ""Dan"" Ayrault, Jr.";"M";27
6270;"Arthur DeLancey ""Dan"" Ayrault, Jr.";"M";27
6317;"Anthony Lawrence ""Tony"" Azevedo";"M";27
6317;"Anthony Lawrence ""Tony"" Azevedo";"M";27
6317;"Anthony Lawrence ""Tony"" Azevedo";"M";27
6317;"Anthony Lawrence ""Tony"" Azevedo";"M";27
6317;"Anthony Lawrence ""Tony"" Azevedo";"M";27
6405;"Imad Fuad Baba";"M";27
6429;"Jack Babashoff, Jr.";"M";27
6429;"Jack Babashoff, Jr.";"M";27
6440;"Henry Stoddard ""Harry"" Babcock";"M";27
6440;"Henry Stoddard ""Harry"" Babcock";"M";27
6441;"John C. Babcock";"M";27
6442;"Conrad Stanton Babcock, Jr.";"M";27
6442;"Conrad Stanton Babcock, Jr.";"M";27
6448;"Alonzo Carl Babers";"M";27
6448;"Alonzo Carl Babers";"M";27
6471;"Richard Aldrich ""Rink"" Babka";"M";27
6507;"Howard Bach";"M";27
6507;"Howard Bach";"M";27
6507;"Howard Bach";"M";27
6513;"Michael Richardson Bach";"M";27
6523;"Jack Stangl ""Jack"" Bacheler";"M";27
6523;"Jack Stangl ""Jack"" Bacheler";"M";27
6564;"Richard Earl Bachtell";"M";27
6590;"Ronald Lee ""Ron"" Backes";"M";27
6591;"Robin James Backhaus";"M";27
6614;"Robert Hudson ""Bob"" Backus";"M";27
6617;"Charles James Bacon, Jr.";"M";27
6617;"Charles James Bacon, Jr.";"M";27
6655;"Lance Thomas Bade";"M";27
6655;"Lance Thomas Bade";"M";27
6655;"Lance Thomas Bade";"M";27
6655;"Lance Thomas Bade";"M";27
6655;"Lance Thomas Bade";"M";27
6664;"Curtis Jay ""Curt"" Bader";"M";27
6664;"Curtis Jay ""Curt"" Bader";"M";27
6771;"Edward ""Ed"" Bagdonas";"M";27
6790;"Mihai Florin Bagiu";"M";27
6790;"Mihai Florin Bagiu";"M";27
6790;"Mihai Florin Bagiu";"M";27
6790;"Mihai Florin Bagiu";"M";27
6790;"Mihai Florin Bagiu";"M";27
6790;"Mihai Florin Bagiu";"M";27
6833;"Walter Elliott ""Casey"" Bahr, Jr.";"M";27
6836;"Walter Alfred Bahr, Sr.";"M";27
6893;"Henry Marvin Bailey";"M";27
6905;"Ryan Bailey";"M";27
6905;"Ryan Bailey";"M";27
6906;"Ryan Bailey";"M";27
6906;"Ryan Bailey";"M";27
6906;"Ryan Bailey";"M";27
6906;"Ryan Bailey";"M";27
6911;"Tavis Bailey";"M";27
6944;"George Hetzel Baird";"M";27
6948;"John ""Johnny"" Bairos";"M";27
7013;"Brian Richard Baker";"M";27
7013;"Brian Richard Baker";"M";27
7025;"Malcolm Perkins Baker";"M";27
7030;"Perry Baker";"M";27
7033;"Roger Lewis Baker";"M";27
7033;"Roger Lewis Baker";"M";27
7035;"Jack Shirley Baker";"M";27
7035;"Jack Shirley Baker";"M";27
7038;"Walter Thane Baker";"M";27
7038;"Walter Thane Baker";"M";27
7038;"Walter Thane Baker";"M";27
7038;"Walter Thane Baker";"M";27
7040;"Vincent Lamont ""Vin"" Baker";"M";27
7168;"Louis James Balbach";"M";27
7168;"Louis James Balbach";"M";27
7208;"Carlos Zenon Balderas, Jr.";"M";27
7231;"Joseph Anthony ""Joe"" Baldwin";"M";27
7233;"John Lee ""Johnny"" Baldwin";"M";27
7236;"Arthur Phillip ""Phil"" Baldwin";"M";27
7276;"Alan Jerome Ball";"M";27
7279;"Richard Neal ""Dick"" Ball";"M";27
7283;"Lloy James Ball";"M";27
7283;"Lloy James Ball";"M";27
7283;"Lloy James Ball";"M";27
7283;"Lloy James Ball";"M";27
7295;"John Thomas Balla";"M";27
7308;"Brian E. Ballard";"M";27
7330;"Hugo Ballin";"M";27
7331;"Edward Pennington ""Ed"" Ballinger";"M";27
7331;"Edward Pennington ""Ed"" Ballinger";"M";27
7396;"Samuel J. ""Sam"" Balter, Jr.";"M";27
7446;"Edward Joseph ""Ed"" Banach";"M";27
7447;"Lou David Banach";"M";27
7545;"David Banks";"M";27
7545;"David Banks";"M";27
7547;"Kelcie Herron Banks";"M";27
7550;"William Augustus ""Willie"" Banks, III";"M";27
7550;"William Augustus ""Willie"" Banks, III";"M";27
7557;"Lawrence Shyres ""Larry"" Banner";"M";27
7557;"Lawrence Shyres ""Larry"" Banner";"M";27
7557;"Lawrence Shyres ""Larry"" Banner";"M";27
7557;"Lawrence Shyres ""Larry"" Banner";"M";27
7557;"Lawrence Shyres ""Larry"" Banner";"M";27
7557;"Lawrence Shyres ""Larry"" Banner";"M";27
7557;"Lawrence Shyres ""Larry"" Banner";"M";27
7557;"Lawrence Shyres ""Larry"" Banner";"M";27
7557;"Lawrence Shyres ""Larry"" Banner";"M";27
7557;"Lawrence Shyres ""Larry"" Banner";"M";27
7557;"Lawrence Shyres ""Larry"" Banner";"M";27
7557;"Lawrence Shyres ""Larry"" Banner";"M";27
7557;"Lawrence Shyres ""Larry"" Banner";"M";27
7557;"Lawrence Shyres ""Larry"" Banner";"M";27
7557;"Lawrence Shyres ""Larry"" Banner";"M";27
7557;"Lawrence Shyres ""Larry"" Banner";"M";27
7564;"Jeffrey Granville ""Jeff"" Bannister";"M";27
7586;"Michael Allen ""Mike"" Bantom";"M";27
7587;"Kenneth Owens ""Ken"" Bantum";"M";27
7605;"Kirk Renaud Baptiste";"M";27
7645;"Ronald S. ""Ron"" Barak";"M";27
7645;"Ronald S. ""Ron"" Barak";"M";27
7645;"Ronald S. ""Ron"" Barak";"M";27
7645;"Ronald S. ""Ron"" Barak";"M";27
7645;"Ronald S. ""Ron"" Barak";"M";27
7645;"Ronald S. ""Ron"" Barak";"M";27
7645;"Ronald S. ""Ron"" Barak";"M";27
7645;"Ronald S. ""Ron"" Barak";"M";27
7647;"Mohammed Adel Barakat";"M";27
7666;"Matthew ""Matt"" Baranoski";"M";27
7733;"Richard Alvah ""Dick"" Barber";"M";27
7751;"Lawrence Edward ""Larry"" Barbiere";"M";27
7784;"Raymond James ""Ray"" Barbuti";"M";27
7784;"Raymond James ""Ray"" Barbuti";"M";27
7803;"Leigh Francis Barczewski";"M";27
7814;"Brian David Barden";"M";27
7830;"George Huston Bare";"M";27
7847;"Benjamin Oden ""Ben"" Barger";"M";27
7881;"Clifford Eugene ""Cliff"" Barker";"M";27
7886;"Ervin Jeremiah Barker";"M";27
7901;"Charles Wade Barkley";"M";27
7901;"Charles Wade Barkley";"M";27
7908;"Donald Argee ""Don"" Barksdale";"M";27
7921;"Neil Christopher ""Chris"" Barlow";"M";27
7936;"Arthur ""Art"" Barnard";"M";27
7956;"Harrison Bryce Jordan Barnes";"M";27
7958;"Velvet James ""Jim"" Barnes";"M";27
7960;"John Baird Barnes";"M";27
7963;"Lee Stratford Barnes, Jr.";"M";27
7963;"Lee Stratford Barnes, Jr.";"M";27
7968;"Eric Randolph ""Randy"" Barnes";"M";27
7968;"Eric Randolph ""Randy"" Barnes";"M";27
7979;"Edward Willis Barnett";"M";27
7981;"Kevin Rees Barnett";"M";27
7981;"Kevin Rees Barnett";"M";27
7984;"Michael H. ""Mike"" Barnett";"M";27
7987;"Steven William ""Steve"" Barnett";"M";27
7987;"Steven William ""Steve"" Barnett";"M";27
7991;"Wesley T. ""Wes"" Barnett";"M";27
7991;"Wesley T. ""Wes"" Barnett";"M";27
7996;"Troy G. Barnhart, Jr.";"M";27
8008;"McQuin Baron";"M";27
8030;"Bradley N. ""Brad"" Barquist";"M";27
8075;"Humberto Barrera";"M";27
8093;"Danny Barrett";"M";27
8101;"Kenneth Allen ""Ken"" Barrett";"M";27
8104;"Michael Thomas ""Mike"" Barrett";"M";27
8106;"Peter Jones Barrett";"M";27
8106;"Peter Jones Barrett";"M";27
8106;"Peter Jones Barrett";"M";27
8127;"James Archibald Barrineau, Jr.";"M";27
8146;"Brett Dewey Barron";"M";27
8148;"Harold Earl ""Hal"" Barron";"M";27
8151;"Trevor Barron";"M";27
8168;"Daniel Hubert ""Dan"" Barrow, Jr.";"M";27
8171;"Michael Ray ""Mike"" Barrowman";"M";27
8171;"Michael Ray ""Mike"" Barrowman";"M";27
8173;"Thomas Barrows III";"M";27
8174;"Jack Leonard ""Jay"" Barrs, Jr.";"M";27
8174;"Jack Leonard ""Jay"" Barrs, Jr.";"M";27
8174;"Jack Leonard ""Jay"" Barrs, Jr.";"M";27
8174;"Jack Leonard ""Jay"" Barrs, Jr.";"M";27
8183;"John Burke Alexander Barry";"M";27
8183;"John Burke Alexander Barry";"M";27
8183;"John Burke Alexander Barry";"M";27
8183;"John Burke Alexander Barry";"M";27
8183;"John Burke Alexander Barry";"M";27
8183;"John Burke Alexander Barry";"M";27
8183;"John Burke Alexander Barry";"M";27
8190;"Maurice Joseph Barry";"M";27
8190;"Maurice Joseph Barry";"M";27
8190;"Maurice Joseph Barry";"M";27
8242;"Herbert Otto ""Herb"" Barten";"M";27
8246;"Carmine R. ""Carmen"" Barth (DiBartolomeo-)";"M";27
8277;"William August Bartholomae, Jr.";"M";27
8280;"Robert Raymond ""Bart"" Bartholomew";"M";27
8287;"Francis Anthony ""Frank"" Bartkus";"M";27
8296;"Harold Terry Bartlett";"M";27
8296;"Harold Terry Bartlett";"M";27
8296;"Harold Terry Bartlett";"M";27
8298;"William Kenneth Charles Bartlett";"M";27
8300;"Lee Marion Bartlett";"M";27
8300;"Lee Marion Bartlett";"M";27
8300;"Lee Marion Bartlett";"M";27
8305;"Charles Albert Bartliff";"M";27
8323;"Bruce Michael Barton";"M";27
8323;"Bruce Michael Barton";"M";27
8330;"Gregory Mark ""Greg"" Barton";"M";27
8330;"Gregory Mark ""Greg"" Barton";"M";27
8330;"Gregory Mark ""Greg"" Barton";"M";27
8330;"Gregory Mark ""Greg"" Barton";"M";27
8330;"Gregory Mark ""Greg"" Barton";"M";27
8331;"James ""Jim"" Barton";"M";27
8413;"M. Bascher";"M";27
8413;"M. Bascher";"M";27
8413;"M. Bascher";"M";27
8413;"M. Bascher";"M";27
8463;"Tracy A. Baskin";"M";27
8474;"Raymond Henry ""Benny"" Bass";"M";27
8488;"Lanny Robert Bassham";"M";27
8488;"Lanny Robert Bassham";"M";27
8488;"Lanny Robert Bassham";"M";27
8538;"Joseph Laws ""Joe"" Batchelder";"M";27
8552;"Alfred Hilborn ""Al"" Bates";"M";27
8556;"Michael Dion Bates";"M";27
8700;"Gustave George Bauer";"M";27
8717;"Seth David Bauer";"M";27
8731;"Hale Baugh, Jr.";"M";27
8732;"Richard Wayne Baughman";"M";27
8732;"Richard Wayne Baughman";"M";27
8732;"Richard Wayne Baughman";"M";27
8740;"Dwight James Baum";"M";27
8793;"Bruce Robert Baumgartner";"M";27
8793;"Bruce Robert Baumgartner";"M";27
8793;"Bruce Robert Baumgartner";"M";27
8793;"Bruce Robert Baumgartner";"M";27
8817;"Kurt Richard Bausback";"M";27
8820;"James Aloysius Bernard ""Jim"" Bausch";"M";27
8856;"Michael Posner Baxte";"M";27
8888;"Clifford S. ""Cliff"" Bayer";"M";27
8888;"Clifford S. ""Cliff"" Bayer";"M";27
8888;"Clifford S. ""Cliff"" Bayer";"M";27
8889;"Ernest Henry Bayer";"M";27
8906;"Howard Alfred Bayles";"M";27
8906;"Howard Alfred Bayles";"M";27
8912;"William Henry Will Baylis";"M";27
9003;"Sebastian Bea";"M";27
9005;"Chester Beach";"M";27
9007;"Rex Ellingwood Beach";"M";27
9008;"Thomas Applegate ""Tom"" Beach";"M";27
9008;"Thomas Applegate ""Tom"" Beach";"M";27
9008;"Thomas Applegate ""Tom"" Beach";"M";27
9008;"Thomas Applegate ""Tom"" Beach";"M";27
9008;"Thomas Applegate ""Tom"" Beach";"M";27
9008;"Thomas Applegate ""Tom"" Beach";"M";27
9008;"Thomas Applegate ""Tom"" Beach";"M";27
9008;"Thomas Applegate ""Tom"" Beach";"M";27
9010;"Paul John Beachem";"M";27
9010;"Paul John Beachem";"M";27
9016;"Gifford Reynolds Beal";"M";27
9017;"Reynolds Beal";"M";27
9020;"Bruce Edwin Beall";"M";27
9021;"Brian Beaman";"M";27
9026;"Robert ""Bob"" Beamon";"M";27
9036;"Clarke Briar Beard";"M";27
9038;"Percy Morris Beard";"M";27
9039;"Ralph Milton Beard, Jr.";"M";27
9042;"Cyrus N. Beasley";"M";27
9056;"James Tully ""Jim"" Beatty";"M";27
9058;"Ronald Layne Beaubien";"M";27
9058;"Ronald Layne Beaubien";"M";27
9058;"Ronald Layne Beaubien";"M";27
9062;"Richard H. Beauchamp";"M";27
9083;"John Herbert Beaumont, Jr.";"M";27
9148;"Albert John Bechestobill";"M";27
9153;"John Andrew Becht";"M";27
9153;"John Andrew Becht";"M";27
9164;"Robert Lee ""Bob"" Beck";"M";27
9164;"Robert Lee ""Bob"" Beck";"M";27
9164;"Robert Lee ""Bob"" Beck";"M";27
9164;"Robert Lee ""Bob"" Beck";"M";27
9164;"Robert Lee ""Bob"" Beck";"M";27
9173;"Kenneth Melwyn Beck";"M";27
9173;"Kenneth Melwyn Beck";"M";27
9178;"Lewis William ""Lew"" Beck, Jr.";"M";27
9188;"William Henry ""Willie"" Beck";"M";27
9188;"William Henry ""Willie"" Beck";"M";27
9188;"William Henry ""Willie"" Beck";"M";27
9205;"Joseph Harry ""Joe"" Becker";"M";27
9205;"Joseph Harry ""Joe"" Becker";"M";27
9212;"Nick Adrian Becker";"M";27
9242;"William Russell Becklean";"M";27
9247;"William ""Bill"" Beckman";"M";27
9248;"Raymond Paul ""Ray"" Beckman";"M";27
9254;"Richard Andrew ""Dick"" Beckner";"M";27
9254;"Richard Andrew ""Dick"" Beckner";"M";27
9254;"Richard Andrew ""Dick"" Beckner";"M";27
9254;"Richard Andrew ""Dick"" Beckner";"M";27
9254;"Richard Andrew ""Dick"" Beckner";"M";27
9254;"Richard Andrew ""Dick"" Beckner";"M";27
