AthleteID;Name;Sex;CountryID
34409;"Andrey Romanovich Fedoriv";"M";18
34409;"Andrey Romanovich Fedoriv";"M";18
34412;"Aleksandr Sergeyevich Fedorov";"M";18
34414;"Aleksandr Olegovich Fedorovsky";"M";18
34414;"Aleksandr Olegovich Fedorovsky";"M";18
34415;"Sergey Anatolyevich Fedorovtsev";"M";18
34415;"Sergey Anatolyevich Fedorovtsev";"M";18
34415;"Sergey Anatolyevich Fedorovtsev";"M";18
34418;"Oleg Georgiyevich Fedoseyev";"M";18
34418;"Oleg Georgiyevich Fedoseyev";"M";18
34421;"Aleksandr Aleksandrovich Fedotkin";"M";18
34429;"Anatoly Viktorovich Fedyukin";"M";18
34429;"Anatoly Viktorovich Fedyukin";"M";18
34508;"Igor Feld";"M";18
34651;"Yevgeny Ivanovich Feofanov";"M";18
34653;"Igor Leontyevich Feoktistov";"M";18
35078;"Serhiy Leonidovych Fesenko";"M";18
35078;"Serhiy Leonidovych Fesenko";"M";18
35081;"Sergey Vasilyevich Fesikov";"M";18
35081;"Sergey Vasilyevich Fesikov";"M";18
35081;"Sergey Vasilyevich Fesikov";"M";18
35089;"Anatoly Fetisov";"M";18
35090;"Andrey Sergeyevich Fetisov";"M";18
35288;"Pavel Filatov";"M";18
35289;"Sergey Ivanovich Filatov";"M";18
35289;"Sergey Ivanovich Filatov";"M";18
